alpha_freq,delta_freq,u_kmeans,g_kmeans,r_freq,i_kmeans,z_width,redshift_freq
0,1,14,13,33,9,3,22
0,1,3,4,5,3,1,11
10,10,3,3,3,2,1,1
0,0,0,0,0,0,0,5
5,7,6,6,10,4,1,13
5,7,9,10,21,7,2,17
6,7,8,8,14,5,2,15
0,4,6,8,27,11,3,27
9,9,7,10,34,12,3,29
9,9,6,9,30,11,3,32
10,9,5,8,25,10,3,31
2,7,8,11,40,13,4,6
9,10,0,1,0,1,1,0
9,10,2,3,7,4,2,0
8,9,11,12,24,8,2,20
2,6,1,1,1,2,1,4
4,6,3,4,2,1,1,4
4,6,8,12,47,14,4,32
10,8,6,5,8,4,1,12
8,8,14,14,35,10,3,17
7,9,14,13,37,11,3,16
11,5,9,13,35,10,3,15
11,5,11,16,47,12,3,26
3,7,9,14,34,9,3,24
3,7,5,4,6,3,1,9
4,8,9,12,27,8,3,20
10,6,8,12,32,9,3,24
7,0,9,11,29,9,3,20
7,9,11,11,24,8,2,4
6,9,5,6,15,7,2,0
1,1,7,9,29,9,3,22
10,4,13,10,37,13,4,0
7,9,4,6,19,8,3,31
6,9,4,5,10,5,2,5
7,9,4,7,18,7,3,30
7,9,7,7,17,7,2,3
1,3,5,6,16,7,2,18
1,3,8,10,39,13,4,31
3,5,10,14,49,15,4,26
3,5,11,15,50,15,4,28
3,5,9,14,48,13,4,27
3,5,5,5,11,5,2,7
5,4,3,5,14,6,2,29
5,4,6,8,23,10,3,33
4,5,13,14,48,14,4,26
4,5,8,7,14,5,2,15
4,5,8,12,26,8,2,23
7,0,2,3,7,5,2,3
6,10,11,11,27,9,3,19
6,2,3,3,4,3,1,1
10,5,5,4,4,3,1,2
11,6,11,11,39,12,4,2
11,6,11,13,32,11,3,0
11,6,10,16,49,13,3,3
6,7,9,12,28,9,3,18
6,7,12,9,16,6,2,17
7,8,11,14,45,12,3,24
3,5,13,10,31,11,3,6
4,6,9,14,49,14,5,27
4,6,12,9,37,8,4,14
11,6,10,15,30,8,3,21
4,5,8,13,47,13,4,27
5,2,6,5,7,3,1,13
6,9,6,5,8,4,1,5
6,9,9,11,29,10,3,1
0,0,11,11,26,8,2,20
11,5,8,8,15,6,2,15
11,5,5,4,5,3,1,11
3,4,2,2,2,2,1,7
3,4,11,12,27,9,3,18
4,8,4,7,21,9,3,32
10,8,6,9,33,12,3,33
10,6,4,4,5,3,1,9
0,1,5,5,11,4,2,12
0,1,4,5,11,5,2,12
0,1,3,4,11,5,2,7
0,1,12,16,45,12,3,24
0,0,4,4,8,4,2,2
7,9,11,15,47,12,3,26
8,9,9,14,43,11,3,21
7,4,3,3,3,2,1,10
6,6,1,1,1,2,1,3
8,5,4,6,17,8,3,28
8,2,11,11,43,14,4,1
6,10,6,6,11,5,2,13
6,10,11,9,18,7,2,17
1,2,10,14,48,14,4,25
8,7,7,10,38,12,4,31
7,9,7,9,24,10,3,30
7,9,6,8,23,9,3,33
0,5,8,12,48,14,4,31
9,8,2,3,5,3,1,9
6,0,8,11,24,8,3,14
6,7,3,4,7,4,1,11
9,10,2,4,14,7,3,3
9,10,6,7,17,7,3,3
10,9,8,11,38,12,4,0
1,1,6,8,21,8,3,15
0,1,13,8,15,6,2,14
2,6,13,14,38,8,2,6
8,8,6,6,9,4,1,13
7,9,9,12,31,9,3,19
5,2,2,2,2,2,1,9
5,2,3,5,13,6,2,9
5,2,11,15,35,9,3,23
8,4,6,8,26,10,3,33
10,5,7,8,20,8,3,2
11,2,10,16,46,11,3,26
9,8,10,6,9,4,1,3
3,7,13,14,29,9,2,21
5,8,13,11,44,14,4,1
8,8,6,5,7,4,1,12
11,5,11,13,32,9,3,22
2,3,4,5,13,6,2,5
10,4,13,13,47,12,3,31
8,3,4,5,8,4,1,11
8,4,8,9,18,7,2,17
9,8,14,17,39,10,3,27
10,5,6,7,21,9,3,0
2,3,0,0,0,1,0,6
5,5,9,14,48,15,4,29
8,9,11,18,47,12,3,27
10,4,6,5,5,3,1,13
7,9,12,9,20,7,2,14
7,9,13,13,39,12,3,17
7,7,3,4,6,3,1,9
1,1,7,7,13,5,2,12
0,1,4,5,6,3,1,12
2,8,3,3,7,4,2,3
4,7,14,14,45,12,3,27
6,9,10,11,32,10,3,13
7,9,5,7,19,8,3,7
8,6,4,5,9,4,1,9
4,6,14,13,47,13,3,27
6,9,5,5,8,4,1,13
7,9,5,5,10,4,2,12
9,8,5,5,9,4,1,10
7,0,9,10,26,10,3,16
9,5,10,11,30,10,3,7
6,9,2,5,13,6,2,20
6,9,1,1,1,2,1,2
7,9,4,6,14,7,2,2
9,5,9,9,17,6,2,16
2,9,11,15,48,11,3,27
10,10,2,2,3,3,1,2
10,10,1,1,1,1,1,2
5,6,10,13,50,15,4,28
4,5,8,11,36,11,3,27
1,2,14,16,42,10,3,27
5,4,3,4,12,5,2,6
0,5,12,11,29,9,3,15
0,5,10,11,25,8,2,23
3,5,13,14,50,14,4,4
10,9,6,9,37,13,4,32
10,9,8,11,43,14,4,28
7,10,14,13,33,9,3,24
11,6,14,13,35,10,3,25
8,8,10,9,18,7,2,15
5,7,8,10,19,7,2,16
6,7,3,4,8,4,2,8
11,2,9,12,30,9,3,17
11,2,14,15,38,10,3,22
5,10,12,16,50,12,3,2
10,10,3,3,4,3,1,2
11,5,13,12,28,8,2,5
0,1,4,6,14,6,2,9
0,1,8,7,12,5,2,14
3,7,3,2,1,1,0,10
11,5,10,14,42,11,3,26
3,3,8,12,45,14,4,32
1,0,7,12,40,14,4,30
11,5,11,9,24,9,3,1
7,2,8,8,14,5,2,15
7,10,9,9,16,6,2,15
7,10,11,13,34,9,3,24
7,10,12,7,11,4,1,15
9,3,10,9,16,6,2,15
3,5,5,4,5,3,1,9
1,2,9,12,43,13,3,29
5,4,3,3,3,2,1,7
6,9,11,12,25,8,2,5
11,3,13,18,50,13,3,6
4,7,2,3,5,4,1,1
0,1,8,9,19,7,2,14
0,1,4,5,12,5,2,8
0,1,4,4,4,2,1,10
0,1,2,3,3,3,1,8
0,1,10,12,36,11,3,17
8,9,2,2,2,2,1,7
7,0,5,7,17,7,2,13
5,7,3,2,2,2,1,8
7,7,1,1,1,1,1,8
6,2,3,4,12,6,2,7
5,2,8,11,28,9,3,21
11,2,14,14,36,9,3,23
9,9,14,14,37,9,3,24
10,9,11,15,45,12,3,2
3,5,9,14,50,15,4,28
0,0,10,14,50,14,4,26
0,0,6,6,10,4,1,10
1,0,12,11,26,8,3,22
1,0,14,11,29,9,3,31
7,9,15,16,46,12,3,24
6,9,11,16,37,10,3,21
5,2,3,5,10,5,2,8
3,7,10,14,37,10,3,21
6,9,9,12,36,11,3,16
11,5,14,12,25,8,2,18
4,4,9,13,37,10,3,22
4,4,10,11,24,8,2,18
0,3,9,11,26,9,3,17
5,2,10,12,25,8,2,29
7,7,4,4,3,2,1,11
10,7,3,5,16,7,2,19
0,3,8,13,49,15,4,30
0,3,7,10,36,12,4,30
8,2,10,13,34,9,3,20
9,6,12,10,31,11,3,0
1,3,6,9,30,10,3,31
1,3,7,10,36,12,4,31
5,3,12,12,28,9,3,18
5,3,14,14,39,10,3,22
3,4,9,11,24,7,2,24
5,4,7,8,31,11,3,33
5,5,13,14,34,9,3,24
0,5,10,12,29,9,3,20
7,6,10,12,30,9,3,21
9,2,2,2,1,2,1,3
7,9,13,13,34,10,3,20
3,7,9,9,18,7,2,16
8,7,7,11,43,13,4,30
8,7,8,12,46,14,4,28
6,2,4,5,14,7,2,7
10,8,3,2,3,2,1,6
6,7,5,5,8,4,1,13
6,7,13,12,27,8,2,20
5,10,12,14,44,11,4,6
7,9,5,8,22,9,3,15
3,5,10,14,50,14,4,27
9,1,1,4,11,5,2,28
0,1,12,13,36,10,3,22
0,1,10,14,42,11,3,29
1,1,9,8,16,6,2,12
0,1,4,6,14,6,2,14
0,4,3,1,0,1,0,3
11,6,5,7,19,8,3,31
1,0,11,14,43,10,3,2
8,8,5,5,6,3,1,11
11,5,7,7,12,4,1,13
8,6,1,2,2,2,1,8
6,2,9,11,28,8,3,17
10,3,11,8,22,8,2,12
5,2,9,10,28,9,3,25
11,5,11,13,37,10,3,17
11,5,8,12,27,8,2,22
5,0,1,1,2,3,1,7
0,0,12,13,34,9,3,23
8,3,12,11,22,8,2,17
9,3,9,10,30,9,3,23
8,4,12,13,36,10,3,18
7,5,11,11,25,8,2,19
8,4,7,11,47,12,4,12
8,4,8,16,42,11,3,24
10,7,6,7,22,9,3,33
5,6,1,1,0,0,0,8
9,10,15,9,15,5,2,18
9,6,9,16,46,11,3,28
11,1,6,7,17,7,2,12
10,1,8,11,32,9,3,24
10,1,11,11,24,8,2,22
7,9,8,8,14,6,2,14
4,5,14,14,48,14,4,26
5,10,8,11,32,10,3,25
4,7,10,12,27,8,2,21
9,9,14,11,24,8,3,18
8,10,11,11,43,13,4,0
7,4,3,4,8,4,2,1
7,1,11,13,37,10,3,22
5,7,2,3,5,3,1,12
0,1,9,13,50,16,5,33
0,1,11,13,48,14,4,27
0,1,12,16,46,12,3,25
0,1,10,15,46,12,3,26
3,2,3,3,4,3,1,9
4,3,4,4,8,4,1,10
6,10,13,9,17,6,2,15
9,3,13,13,31,9,3,20
9,3,14,12,27,9,3,18
4,5,11,12,33,9,3,19
1,2,11,12,33,10,3,20
5,4,4,3,4,3,1,7
4,5,8,11,21,7,2,18
1,3,6,8,27,11,3,33
10,9,4,7,21,9,3,32
3,5,9,15,49,15,4,29
0,0,11,10,19,7,2,16
0,0,15,12,30,9,3,19
8,6,6,5,7,2,0,3
7,9,6,7,20,9,3,6
6,9,2,2,4,3,1,0
7,9,4,7,21,9,3,26
6,9,6,8,23,10,3,33
2,6,6,8,13,5,2,15
7,0,13,12,35,9,3,24
7,0,13,13,36,10,3,19
9,7,9,14,42,11,3,26
0,0,4,7,20,8,3,31
5,8,9,10,35,12,3,2
9,3,9,9,16,6,2,2
6,2,5,7,17,7,3,7
11,2,9,12,29,9,3,19
4,6,3,4,11,5,2,7
7,9,13,17,42,11,3,27
8,8,13,13,36,10,3,23
6,7,9,10,31,9,3,24
0,1,8,12,46,14,4,31
5,3,12,10,20,7,2,16
4,3,8,12,30,9,3,22
7,9,6,5,6,3,1,13
8,8,8,11,46,14,4,32
6,9,12,11,39,13,4,14
0,1,10,14,42,11,3,27
0,1,13,15,47,12,3,24
0,1,9,12,44,13,4,23
0,1,13,11,27,9,3,14
3,4,13,12,30,9,3,19
3,5,11,14,49,15,4,28
1,2,7,10,24,8,2,20
5,4,4,4,8,4,2,2
5,4,2,4,10,5,2,31
5,7,4,4,5,3,1,11
9,9,8,10,41,13,4,33
10,9,6,10,36,12,4,30
10,9,7,10,37,12,4,31
3,5,9,14,49,13,4,28
7,9,7,10,42,13,4,31
7,9,6,10,38,12,4,31
3,7,11,12,36,10,3,24
5,10,9,16,49,9,2,5
7,9,6,9,32,11,3,30
6,9,2,2,2,2,1,0
5,4,3,4,9,5,2,7
4,8,10,12,37,10,3,19
9,9,10,16,46,12,3,27
6,0,12,14,39,10,3,24
7,7,7,8,17,6,2,13
7,7,5,5,7,4,1,9
7,8,11,15,45,11,3,27
0,1,8,13,48,15,4,25
6,2,9,9,20,7,2,5
8,8,8,11,27,9,3,19
7,9,10,10,18,7,2,15
6,9,9,8,14,6,2,14
6,9,10,12,39,10,3,24
11,5,13,12,29,9,3,18
7,9,5,5,10,4,1,9
7,9,8,15,42,10,3,26
5,10,4,4,4,2,1,11
10,7,2,3,7,4,2,0
10,7,8,9,29,11,3,6
10,7,3,4,11,5,2,1
5,2,6,6,9,4,1,12
7,9,7,10,36,12,4,3
0,0,10,12,30,9,3,23
10,5,9,10,40,13,4,0
11,2,10,13,38,10,3,24
7,10,10,9,16,6,2,15
10,5,8,7,12,5,2,14
7,4,9,10,25,8,3,18
6,9,0,1,1,2,1,7
4,9,9,7,12,5,2,15
0,1,9,13,33,10,3,24
0,1,4,4,4,3,1,10
0,1,5,7,15,6,2,13
0,4,4,6,14,6,2,2
0,0,8,11,44,14,4,32
5,7,8,9,19,7,2,16
6,7,7,8,13,5,2,15
8,8,14,11,24,8,2,19
1,0,8,9,17,6,2,17
5,10,12,11,48,15,5,6
10,10,7,7,18,7,2,2
8,8,5,5,8,4,1,10
11,5,14,14,38,10,3,23
7,9,12,13,33,9,2,25
8,8,1,2,2,2,1,1
5,10,12,13,45,11,3,27
5,10,2,2,2,2,1,10
4,9,6,7,13,5,2,16
9,8,5,4,5,3,1,12
1,8,0,1,1,3,1,2
11,7,2,3,5,4,1,1
5,2,10,12,27,8,3,19
9,5,0,0,2,0,0,1
8,0,11,12,33,9,3,4
10,7,6,10,34,12,4,29
11,3,8,10,40,12,4,31
11,3,7,10,30,11,3,30
11,3,4,7,19,8,3,30
0,0,7,8,16,6,2,15
5,2,12,12,29,8,2,26
9,5,0,1,0,1,0,8
4,5,9,15,48,14,4,27
0,0,9,10,38,11,3,28
8,4,5,5,10,4,1,12
6,8,13,15,37,10,3,24
10,3,10,14,42,10,3,4
0,3,13,13,34,10,3,20
9,7,3,3,2,2,1,9
9,7,2,1,0,1,0,8
5,5,11,13,48,14,4,28
4,6,4,7,18,7,2,33
1,0,9,14,35,10,3,4
8,8,9,9,18,7,2,14
5,2,6,6,9,4,1,13
5,2,9,12,33,9,3,24
8,5,7,10,42,13,4,33
8,5,7,8,26,11,3,3
8,4,6,9,32,12,3,5
8,4,7,9,29,11,3,1
5,6,2,3,5,3,1,8
11,5,15,15,45,11,3,26
8,3,14,11,21,7,2,20
8,4,5,5,6,3,1,12
8,3,11,12,34,10,3,1
5,10,9,14,45,14,4,19
3,4,2,2,1,1,0,10
10,9,9,11,37,12,3,0
0,5,8,9,19,7,2,12
6,9,3,5,15,7,2,31
8,0,9,13,33,9,3,23
10,8,6,9,30,10,3,31
0,3,7,11,47,14,4,32
11,3,3,4,8,4,2,3
5,2,8,7,12,5,2,14
8,6,2,3,3,2,1,8
6,9,4,7,20,8,3,31
4,8,2,3,5,4,1,5
5,9,7,11,44,14,4,30
6,9,3,5,11,5,2,4
6,9,9,10,32,11,3,7
4,8,3,4,7,4,2,6
7,2,11,10,23,8,2,16
5,2,9,12,25,8,3,20
9,5,3,3,4,3,1,9
8,7,6,5,8,4,1,13
0,3,10,11,25,8,3,18
8,9,4,4,4,3,1,9
9,8,3,2,1,1,0,12
9,7,4,4,6,3,1,3
5,4,8,11,24,8,3,18
11,7,7,10,38,13,4,29
11,7,7,12,45,15,4,14
7,7,4,4,8,4,1,8
7,7,6,5,6,3,1,12
5,8,5,6,11,4,1,10
9,8,11,10,30,14,3,2
10,5,5,8,26,11,3,32
6,9,3,4,10,5,2,0
6,9,12,10,21,6,2,3
6,9,4,6,15,7,2,0
7,7,4,5,10,4,1,10
7,10,10,10,19,7,2,15
4,5,12,10,20,7,2,16
0,5,15,10,21,7,2,17
1,1,9,13,46,13,3,29
1,1,7,7,14,6,2,12
0,1,6,9,19,7,2,16
8,7,10,15,45,11,3,22
9,7,7,11,31,8,2,13
6,7,3,4,7,4,1,11
0,1,4,6,14,6,2,14
0,1,5,5,11,5,2,11
11,4,8,10,33,11,3,32
2,5,5,4,4,2,1,4
1,3,9,12,42,12,4,24
7,9,6,9,30,12,3,7
6,9,0,1,1,2,1,1
6,9,1,2,4,3,1,0
7,9,9,7,11,4,2,14
5,9,10,13,34,9,3,23
5,2,7,12,22,7,2,24
6,2,8,10,40,14,4,33
6,2,1,1,1,2,1,3
0,5,9,8,17,7,2,13
0,0,9,10,20,7,2,15
11,2,9,12,28,9,3,19
6,9,1,2,4,3,1,1
3,7,6,8,23,10,3,33
7,2,14,12,31,9,3,21
7,2,9,12,28,9,3,16
11,3,8,12,26,8,2,23
10,9,8,11,42,13,4,32
3,5,8,13,49,16,5,28
7,9,11,17,49,13,3,26
10,8,8,12,44,14,4,32
10,7,5,6,17,8,3,0
10,7,8,12,46,15,4,30
5,5,11,10,22,8,2,17
5,5,5,5,6,3,1,12
7,9,10,12,27,9,3,19
9,7,12,11,25,8,3,19
7,9,4,4,4,2,1,12
8,8,3,5,9,4,1,13
8,8,10,12,30,9,3,19
8,7,6,8,19,8,3,30
9,9,8,11,42,13,4,32
9,3,9,10,34,10,3,0
6,9,5,8,21,9,3,29
6,9,6,8,23,10,3,0
3,7,10,14,31,9,3,20
3,7,2,2,3,2,1,8
6,2,4,5,12,5,2,6
6,2,4,5,11,5,2,3
10,7,7,7,24,11,3,0
3,6,7,10,34,11,3,15
4,6,8,11,46,14,4,33
9,9,13,16,47,12,3,27
9,8,4,7,17,8,3,30
10,6,10,10,23,8,2,2
6,9,8,12,46,15,5,12
5,4,4,6,14,6,2,6
4,8,1,1,0,0,0,8
2,6,9,7,13,5,2,14
5,2,4,4,6,3,1,9
5,2,12,14,40,10,3,19
2,9,8,11,39,13,4,0
4,9,4,4,8,4,2,10
0,5,11,13,34,9,3,22
6,5,11,10,19,7,2,17
6,5,10,12,27,9,3,18
10,3,1,2,3,3,1,2
8,4,3,4,6,3,1,11
8,4,4,5,10,4,2,11
7,9,2,2,1,1,0,9
7,9,4,4,6,3,1,9
7,2,3,4,8,4,1,8
10,8,9,13,45,15,4,29
2,3,3,3,7,4,2,7
10,5,14,13,47,12,3,20
2,6,2,2,2,2,1,3
8,9,13,12,25,8,2,21
6,9,2,4,12,6,2,15
5,8,8,9,16,6,2,16
3,3,6,5,5,2,1,7
8,3,11,12,29,8,3,32
9,10,7,6,9,4,1,13
8,10,13,8,15,6,2,16
6,9,5,6,15,7,2,6
6,9,3,4,11,5,2,3
6,9,9,12,48,14,4,32
4,8,4,5,11,5,2,2
8,7,8,10,41,13,4,33
8,7,4,7,21,9,3,30
11,0,11,11,26,8,3,20
0,5,12,13,35,9,3,6
5,0,2,3,5,3,1,2
4,7,7,10,42,13,4,31
0,0,12,11,46,12,4,3
5,7,3,4,6,3,1,4
5,7,7,6,11,5,2,12
6,7,10,9,17,6,2,15
6,7,11,12,32,10,3,15
7,8,9,12,27,9,3,19
8,8,9,11,28,8,3,22
1,4,6,9,32,11,3,31
4,9,3,3,3,2,1,11
6,2,5,6,16,7,3,2
4,4,10,17,50,16,4,32
4,9,10,12,30,9,3,23
5,2,9,12,28,8,3,20
5,2,8,9,25,8,3,24
8,5,3,4,9,5,2,0
8,4,6,8,21,9,3,33
10,8,10,12,28,8,2,25
10,8,8,14,46,12,3,26
11,5,10,10,39,13,4,0
10,8,3,6,17,7,3,30
10,7,7,10,41,13,4,31
8,7,3,4,7,4,1,9
9,5,3,5,10,5,2,8
10,10,5,6,13,5,2,0
10,5,13,12,30,9,3,23
10,5,12,12,32,9,3,21
2,3,6,6,9,4,1,14
4,5,9,10,20,7,2,15
6,8,13,12,28,9,3,14
6,8,6,4,5,3,1,12
8,3,13,13,37,10,3,23
9,10,1,1,1,2,1,7
9,10,13,15,49,15,4,26
9,3,12,11,23,8,2,17
9,3,10,13,32,9,3,19
9,7,7,9,31,11,3,0
6,4,1,0,0,0,0,8
7,4,5,5,9,4,1,10
11,0,10,7,11,4,1,14
8,4,2,2,2,2,1,10
8,4,12,7,23,7,2,3
9,3,4,3,4,2,1,8
9,3,15,15,38,10,3,22
7,4,2,4,4,3,1,1
9,6,9,12,30,9,3,24
0,0,3,4,8,5,2,0
8,7,1,2,3,3,1,1
8,7,7,10,34,12,4,30
1,0,7,11,44,13,4,32
3,5,14,14,50,14,4,28
10,9,9,11,39,13,4,1
0,1,5,7,17,7,2,11
10,7,4,4,7,4,1,2
5,4,2,4,13,6,2,16
5,4,4,5,13,6,2,7
5,4,12,6,13,6,2,6
8,4,7,9,30,10,3,33
5,1,12,10,32,11,3,7
10,5,12,11,19,6,2,5
7,9,2,2,2,2,1,9
8,8,4,4,7,3,1,10
4,9,2,2,1,1,0,9
4,9,4,4,5,3,1,12
4,9,10,11,26,8,3,19
0,5,9,12,24,8,2,20
10,4,6,4,5,3,1,5
9,4,5,6,14,6,2,1
5,2,4,4,4,3,1,13
9,5,11,8,14,5,2,13
9,5,12,14,43,11,3,26
8,6,8,11,35,10,3,19
7,0,8,8,15,6,2,14
8,9,10,13,35,9,3,24
8,8,10,14,31,9,3,19
6,9,7,10,30,11,3,18
6,9,4,6,14,6,2,7
6,9,7,10,39,13,4,29
11,6,8,11,42,13,4,30
2,3,4,6,14,7,2,7
11,5,10,12,50,15,4,33
2,6,5,6,16,7,2,5
8,3,11,9,17,6,2,15
8,10,4,4,8,4,1,9
7,5,3,11,6,3,1,13
8,4,15,14,36,9,3,24
1,4,8,8,19,8,3,6
1,0,7,7,12,5,2,14
10,8,8,6,11,5,2,13
3,4,10,13,33,9,3,24
0,0,14,14,42,11,3,28
0,3,15,15,45,11,3,27
8,4,2,3,4,3,1,9
9,4,1,4,10,5,2,28
9,3,5,6,16,7,2,7
7,7,2,2,1,1,1,7
0,1,10,10,24,9,3,16
0,1,13,13,35,10,3,18
2,2,7,11,32,10,3,23
4,7,8,9,26,8,3,26
7,9,6,8,25,9,3,24
10,7,7,7,12,5,2,14
6,9,9,10,24,9,3,13
0,1,10,16,34,9,3,23
0,1,13,10,22,8,2,17
8,9,12,15,44,12,3,24
0,0,9,12,31,9,3,20
0,4,10,15,50,15,3,30
1,1,9,15,50,14,3,0
8,7,13,14,41,10,3,26
3,5,8,12,42,12,3,27
4,5,11,10,23,8,2,21
5,5,9,13,32,9,3,20
1,3,9,12,42,12,3,18
1,3,7,11,42,13,4,31
0,0,7,10,36,13,4,1
10,9,3,6,17,8,2,33
7,2,5,4,6,3,1,10
9,10,9,13,45,12,3,18
6,9,4,5,11,5,2,3
6,9,5,6,15,7,2,26
7,9,5,7,22,9,3,23
7,7,12,11,23,8,2,17
10,10,10,10,26,9,3,6
4,5,10,15,50,15,4,29
6,9,7,8,24,10,3,0
6,9,2,2,2,2,1,4
7,9,4,5,13,6,2,1
7,0,5,6,11,4,1,13
7,0,4,3,3,2,1,11
0,0,9,12,44,13,4,24
7,7,5,6,10,4,1,11
1,8,2,2,2,2,1,1
7,10,7,12,40,12,4,25
8,3,4,7,19,8,3,31
11,6,10,15,39,10,3,22
0,1,3,3,4,3,1,11
5,8,9,8,15,6,2,16
5,8,10,17,48,12,3,28
10,4,8,11,43,14,4,33
4,5,11,14,49,15,4,29
5,10,3,3,2,2,1,9
7,10,6,6,10,4,1,13
7,2,4,3,3,2,1,9
7,1,6,5,7,3,1,12
0,1,6,8,21,8,3,13
9,1,1,1,1,2,1,2
9,4,12,16,41,10,3,24
9,5,4,6,14,6,2,13
5,7,5,5,8,4,1,12
7,9,8,11,31,9,3,24
0,1,7,10,26,9,3,17
0,1,4,4,4,3,1,11
0,1,12,9,20,7,2,13
4,6,8,12,42,14,4,29
1,3,5,9,32,11,3,32
10,9,4,7,20,9,3,29
7,9,6,7,16,7,2,2
6,9,10,10,22,7,2,5
3,7,14,14,34,9,3,22
11,2,10,13,37,10,3,21
7,7,10,9,17,6,2,16
7,9,6,8,27,11,3,33
6,9,0,0,0,0,0,2
6,9,1,1,0,1,0,4
9,9,12,13,33,9,3,18
6,9,7,6,10,4,1,14
3,7,10,12,36,10,3,20
6,2,8,11,43,13,4,27
8,8,8,8,15,6,2,14
10,8,6,11,38,13,4,30
10,8,5,8,27,10,3,30
10,7,3,5,12,5,2,1
10,6,10,11,37,12,3,2
7,9,8,11,34,10,3,22
0,0,8,13,42,13,4,25
0,0,8,13,41,11,3,25
0,5,12,14,41,11,3,24
2,3,8,10,33,9,3,26
0,5,9,13,27,8,3,20
6,5,9,9,19,7,2,18
7,2,12,8,15,6,2,15
8,2,10,12,33,9,3,23
9,9,6,5,4,5,1,3
7,2,8,10,22,7,2,18
3,3,5,9,24,9,3,16
9,5,5,4,6,3,1,10
6,10,6,7,30,9,4,5
7,9,12,11,25,7,2,2
6,9,5,8,24,10,3,31
7,9,6,8,25,10,3,32
0,1,10,13,48,13,4,27
0,1,8,10,25,9,3,14
4,4,10,12,31,9,3,22
10,6,12,16,38,10,3,20
11,5,10,16,48,11,3,25
0,1,7,7,14,5,2,14
0,1,4,5,13,6,2,8
0,1,6,8,22,9,3,13
1,1,5,6,17,7,2,9
1,1,7,10,37,13,4,29
3,2,15,14,38,10,3,21
9,3,8,12,28,9,3,17
2,4,9,10,19,7,2,16
4,5,13,13,32,9,3,20
7,0,9,12,27,9,3,18
10,9,11,15,43,11,3,28
0,0,4,4,6,4,1,1
7,10,12,13,30,9,3,19
1,1,9,13,43,14,3,28
10,4,8,11,45,13,4,30
0,1,10,14,48,13,4,27
0,1,5,7,17,7,2,13
0,1,8,11,44,13,4,11
0,1,7,7,13,5,2,4
0,1,2,2,1,1,1,8
0,0,10,13,34,9,3,22
9,10,3,4,8,4,2,0
6,9,5,6,18,8,3,0
3,7,5,5,10,4,1,10
3,7,14,11,26,7,2,2
1,0,9,11,44,13,4,30
9,8,8,11,43,14,4,3
10,9,7,10,40,13,4,31
3,5,10,14,43,12,3,28
2,8,11,16,49,12,3,4
1,0,8,9,18,6,2,15
10,3,7,9,25,9,3,21
1,8,1,0,0,0,0,7
11,3,13,15,46,11,3,2
8,5,5,7,19,8,3,30
8,5,7,9,32,11,3,1
6,9,5,4,3,2,1,4
5,8,5,8,23,10,3,26
5,9,7,10,37,11,3,18
0,0,8,12,34,10,3,20
2,10,5,6,16,7,2,1
9,3,9,12,30,9,3,16
7,2,6,5,10,4,1,10
7,9,15,15,42,10,3,27
7,9,12,15,47,12,3,2
1,3,6,10,44,13,4,32
9,7,3,4,8,4,1,9
8,9,6,8,21,8,3,16
7,4,4,7,18,8,3,31
3,8,13,16,48,12,3,26
4,6,12,12,44,10,4,5
3,6,12,8,21,10,5,4
6,9,10,10,27,9,3,11
6,9,5,7,17,8,3,28
6,9,5,4,4,3,1,2
6,2,6,7,21,9,3,33
6,2,4,5,14,6,2,3
6,2,3,4,10,5,2,7
6,2,6,8,32,12,3,33
6,2,4,6,14,6,2,6
0,1,1,1,1,1,1,8
11,4,7,8,20,8,3,3
1,6,6,7,18,7,3,0
6,9,4,5,11,5,2,0
11,6,10,11,23,7,2,19
7,4,11,11,26,9,3,18
6,2,6,5,9,4,1,10
6,2,3,3,4,3,1,12
2,7,6,7,19,8,3,5
5,7,9,11,29,9,3,21
8,8,13,16,47,12,3,27
8,8,1,1,1,2,1,2
8,8,1,2,1,2,1,4
5,10,9,17,46,12,3,26
4,9,3,3,3,2,1,11
0,5,11,15,45,11,3,26
0,5,14,11,24,8,2,17
0,5,14,11,29,8,3,24
8,9,4,3,4,3,1,9
7,9,9,10,20,7,2,17
9,8,3,4,9,5,2,1
5,9,5,8,26,11,3,29
5,8,13,9,20,7,2,5
0,0,13,13,32,10,3,19
10,8,5,7,22,9,3,25
10,7,9,16,44,11,3,26
10,7,11,12,31,9,3,18
7,9,8,8,12,5,2,16
7,0,3,5,11,5,2,2
2,7,9,8,15,4,1,3
3,4,14,12,26,9,3,18
1,2,11,14,40,11,3,20
5,4,3,6,15,7,3,29
5,4,7,10,35,12,3,32
7,0,10,10,19,7,2,18
7,8,11,12,26,9,3,18
0,1,9,10,19,7,2,15
11,4,9,12,47,14,4,31
5,4,3,2,1,2,1,3
7,9,8,8,14,5,2,14
8,7,12,15,44,12,3,22
11,6,12,16,45,12,3,22
5,5,9,14,48,15,4,25
1,0,8,12,47,14,4,2
6,9,3,4,10,5,2,2
6,9,7,11,34,11,3,17
6,9,1,1,1,2,1,3
0,5,8,8,16,6,2,13
7,9,4,4,5,3,1,10
6,9,11,11,23,8,2,19
0,5,13,11,23,8,2,18
3,3,12,17,50,10,2,6
3,7,7,6,10,4,1,13
3,7,14,11,34,9,3,22
8,8,12,11,31,10,4,3
6,9,5,6,15,7,2,1
10,7,4,6,19,9,3,3
1,0,11,12,30,9,3,19
