alpha_freq,delta_kmeans,u_width,g_freq,r_freq,i_width,z_width,redshift_width
3,8,9,11,18,2,2,13
4,9,9,3,4,1,1,0
5,1,10,12,20,3,3,11
2,3,15,19,32,3,3,0
11,1,14,11,11,1,1,0
8,8,9,5,6,1,1,0
10,9,10,5,4,1,1,1
2,8,18,40,40,3,3,3
2,0,14,16,17,2,2,1
4,7,18,40,50,4,3,5
2,9,6,0,0,0,0,0
11,3,16,17,23,3,3,0
0,2,16,24,28,3,3,1
8,1,11,3,1,0,0,0
8,1,12,12,20,3,3,0
4,5,7,2,3,1,1,0
10,2,24,16,16,2,2,3
0,2,16,29,31,3,3,3
4,5,17,26,35,3,3,0
4,5,19,37,40,3,2,0
10,3,13,10,7,1,1,1
2,3,13,23,37,4,4,8
8,8,15,26,26,3,3,3
0,2,12,10,7,1,1,1
1,3,12,9,10,1,2,0
11,1,11,8,7,1,1,1
3,4,17,34,48,4,4,6
10,1,21,39,49,4,3,6
1,5,23,32,37,3,3,0
1,5,15,24,22,2,2,2
3,5,17,19,18,2,2,2
3,4,13,11,10,1,1,0
11,1,12,7,4,1,1,0
11,1,14,23,40,4,4,10
9,5,19,26,27,2,2,0
5,9,7,1,3,1,1,0
4,6,16,28,42,4,4,0
6,5,21,32,30,3,3,3
4,4,11,13,16,2,2,1
4,5,16,22,20,2,2,2
4,5,15,21,21,2,2,2
3,4,6,0,0,0,0,0
4,5,9,3,2,1,1,0
10,2,23,24,21,2,2,2
0,2,19,39,45,3,3,4
3,5,13,31,45,4,4,5
4,5,12,17,27,3,3,7
5,5,7,2,3,1,1,0
11,4,14,17,30,3,3,0
0,4,13,20,31,3,3,5
11,4,13,19,32,3,4,10
4,6,13,17,29,3,3,5
10,3,17,14,20,3,3,0
3,2,12,20,10,1,1,1
3,2,21,33,29,3,3,4
8,8,17,23,27,3,3,2
7,9,9,6,12,2,2,0
7,9,8,9,14,2,2,4
8,9,14,21,39,4,4,0
3,6,18,23,26,3,3,2
2,1,18,26,26,2,2,0
1,1,15,31,49,4,5,10
8,6,17,36,35,3,3,3
10,4,11,6,6,1,1,0
10,5,15,18,18,2,2,2
9,7,22,38,49,4,3,5
9,8,15,24,22,2,2,3
9,7,7,1,1,0,0,0
11,2,20,35,37,3,3,3
2,3,9,5,6,1,1,0
6,1,17,24,42,4,4,0
7,1,12,13,22,3,3,16
9,7,10,8,10,1,2,0
0,4,19,34,34,3,3,3
2,4,11,11,15,2,2,0
4,9,11,10,13,2,2,0
1,1,5,0,0,0,0,0
0,1,22,17,16,2,2,2
0,1,10,10,14,2,2,0
1,1,17,32,48,4,4,7
4,3,16,30,31,3,3,3
6,3,15,14,14,2,2,1
11,5,21,39,47,3,3,7
9,5,11,10,11,2,2,1
8,7,20,33,37,3,3,0
0,1,17,40,47,3,3,7
11,1,18,39,28,3,2,4
5,9,12,9,9,1,1,1
4,4,16,24,23,3,3,2
3,4,16,18,16,2,2,2
9,8,12,18,33,3,4,10
11,4,19,26,28,3,3,3
7,2,17,32,30,3,3,3
4,6,19,34,40,2,2,0
5,7,16,20,19,2,2,2
11,1,10,10,15,2,2,0
8,8,13,9,6,1,1,1
11,4,13,13,18,2,3,0
0,2,15,33,49,4,4,14
0,2,10,13,22,3,3,4
0,2,15,34,46,4,5,8
1,4,9,4,3,1,1,1
1,4,23,24,26,3,3,1
3,4,5,0,0,0,1,0
3,4,11,14,21,3,3,6
8,5,20,30,29,3,3,3
3,7,17,38,43,3,3,4
11,4,16,18,29,3,3,0
11,4,13,19,30,3,3,7
6,2,15,27,45,4,4,15
2,0,14,19,23,3,3,1
1,2,17,40,46,3,3,4
11,2,17,33,34,3,3,4
6,7,8,1,1,0,0,0
9,8,21,37,42,3,3,4
9,4,13,11,12,2,2,1
6,6,17,28,45,4,4,1
7,3,9,10,16,2,3,4
5,8,18,40,50,4,2,1
1,4,22,39,50,4,3,0
0,4,14,39,40,3,3,4
0,1,17,30,47,4,4,10
11,2,22,31,33,3,3,2
9,6,11,14,24,3,3,11
8,5,8,3,8,2,2,0
3,1,16,24,40,4,4,0
11,4,10,13,22,3,3,10
8,8,15,14,14,2,2,2
4,4,7,2,4,1,1,0
6,6,22,40,42,3,3,4
11,2,18,19,18,2,2,2
11,2,15,33,32,3,3,2
11,1,13,10,8,1,1,0
8,8,22,33,37,3,3,4
8,6,19,30,41,3,4,4
3,4,15,38,48,4,4,6
10,3,12,9,8,1,1,1
2,0,11,14,17,2,2,1
2,0,14,17,19,2,2,2
2,4,17,29,49,4,4,14
11,4,13,14,18,2,2,0
11,4,14,23,43,4,4,0
6,2,12,17,30,3,3,15
11,2,20,33,35,3,3,3
11,2,7,3,6,1,1,0
0,2,13,20,38,4,4,0
1,5,22,18,17,2,2,2
0,2,14,24,41,4,4,10
11,1,15,25,42,4,4,6
8,8,19,28,30,3,2,3
7,5,14,26,46,4,4,12
0,2,21,21,20,2,2,2
11,4,14,17,30,3,3,16
11,4,18,16,24,3,3,0
3,1,13,16,25,3,3,0
4,1,8,8,13,2,2,9
5,9,11,5,5,1,1,0
8,5,16,31,32,3,3,3
3,7,9,3,4,1,1,0
4,8,15,25,23,2,2,3
10,2,17,33,34,3,3,3
8,2,9,7,11,2,2,0
5,9,13,10,9,1,1,1
5,9,17,21,20,2,2,2
8,8,12,16,24,3,3,3
10,4,21,18,17,2,2,2
0,1,20,39,50,4,4,5
8,7,13,24,41,4,4,11
3,5,14,34,48,4,3,5
4,6,11,14,23,3,3,3
9,4,12,9,10,1,1,0
7,6,16,24,23,2,2,3
5,8,8,3,5,1,1,0
0,3,23,32,32,3,2,4
7,5,12,13,20,3,3,0
11,2,17,23,21,2,2,2
0,0,12,16,23,3,3,10
1,1,18,39,50,4,5,5
0,3,13,23,41,3,4,13
11,2,8,2,2,1,1,0
7,2,10,6,8,1,1,0
7,2,7,1,0,0,0,0
5,7,17,37,43,3,3,4
0,2,13,18,33,3,4,0
1,4,21,24,21,2,2,2
9,8,8,8,13,2,2,1
11,4,20,30,35,3,3,3
11,4,14,25,21,2,2,2
5,2,15,19,17,2,2,2
9,3,13,10,11,2,2,1
9,5,11,3,1,0,0,0
11,5,18,23,20,2,2,3
9,2,6,1,2,1,1,0
11,0,15,23,41,4,4,0
6,1,15,23,20,2,2,2
5,1,17,27,24,3,2,2
7,9,10,2,1,1,1,0
10,4,10,5,6,1,1,0
3,1,18,36,48,4,4,16
11,4,13,20,36,4,4,6
3,5,11,9,11,2,2,1
4,4,8,4,5,1,1,0
0,1,10,8,11,2,2,0
1,1,11,9,9,1,1,1
0,1,9,2,2,1,1,0
0,1,13,10,11,1,1,1
0,1,15,27,42,3,3,5
11,2,12,9,8,1,1,1
6,2,10,9,14,2,2,0
3,4,9,4,6,1,1,0
4,5,14,10,9,1,1,1
4,5,16,29,48,4,4,11
10,5,15,30,42,4,4,4
10,5,15,24,43,4,4,16
7,5,11,14,22,3,3,7
7,5,11,15,25,3,3,10
8,5,9,9,14,2,2,0
9,5,9,3,3,1,1,0
5,5,13,19,27,3,3,4
8,1,16,28,47,4,5,0
7,2,14,14,14,2,2,1
6,2,14,13,13,2,2,1
8,2,9,3,3,1,1,0
4,2,19,24,25,3,3,2
4,6,14,22,39,4,4,14
4,6,7,1,3,1,1,0
7,2,10,5,5,1,1,0
8,2,8,1,2,1,1,0
2,7,13,29,34,3,3,0
2,7,14,34,41,3,3,5
3,9,12,12,12,2,2,0
2,0,14,20,22,3,3,2
5,6,16,30,46,4,4,16
8,5,15,31,32,3,3,3
11,1,16,24,32,3,3,2
3,4,18,32,47,4,4,5
11,1,14,12,12,1,1,0
8,8,8,3,4,1,1,0
9,8,16,18,17,2,2,2
0,2,20,24,22,2,2,2
11,4,13,19,32,3,4,8
0,4,12,19,36,3,3,10
6,2,14,20,37,4,4,0
1,1,16,38,46,4,3,6
9,7,19,31,35,3,3,3
1,1,16,29,44,4,4,5
11,2,21,32,35,3,3,0
3,5,19,35,42,4,4,5
4,5,13,21,42,4,4,11
5,6,19,37,41,2,2,0
0,1,15,31,47,4,4,6
10,5,13,19,34,3,4,5
5,3,17,16,16,2,2,0
9,3,8,4,7,1,1,0
10,5,9,3,2,1,1,0
10,6,20,29,34,3,3,0
0,2,15,23,21,2,2,1
0,2,23,38,38,3,3,4
0,2,22,26,32,3,3,1
4,4,8,3,3,1,1,0
6,9,13,20,34,3,4,7
7,7,12,15,27,3,3,0
4,7,20,39,47,3,3,4
0,2,11,13,19,3,3,0
0,2,14,16,23,3,3,0
0,2,10,13,25,3,4,0
11,4,14,15,21,3,3,0
11,4,12,21,35,3,4,8
11,5,21,38,44,3,3,0
4,4,20,39,44,4,4,6
0,2,15,28,28,3,3,2
0,4,15,15,14,2,2,2
8,5,8,2,2,1,1,0
10,4,13,11,10,1,1,1
11,5,13,19,17,2,2,2
1,1,23,36,46,3,3,5
1,1,17,28,41,4,3,5
1,1,13,14,19,2,3,1
11,1,18,37,50,4,5,5
11,2,17,28,25,3,3,3
11,2,15,29,32,3,3,4
10,5,15,23,36,3,3,0
4,4,11,8,9,1,1,0
1,3,11,12,19,2,2,0
0,1,18,18,21,2,2,0
8,5,7,2,5,1,1,0
11,4,15,21,34,3,4,0
11,2,11,7,6,1,1,1
11,1,19,40,49,4,3,5
5,2,9,3,4,1,1,0
7,4,18,14,18,2,2,0
2,0,14,21,23,3,3,1
11,2,13,9,9,1,1,1
10,4,17,28,36,3,3,3
5,1,13,28,36,3,3,4
3,4,10,10,16,2,2,17
3,4,14,26,43,4,4,10
6,1,20,28,29,3,3,3
10,4,16,34,41,3,3,0
5,4,14,28,44,4,4,0
0,2,22,35,40,3,3,3
0,1,19,37,44,3,3,4
10,2,6,5,3,1,1,0
2,1,18,33,34,2,2,0
3,5,12,12,15,2,2,1
9,4,12,9,10,1,1,0
8,5,15,17,16,2,2,2
11,4,9,11,18,2,3,6
11,4,12,17,27,3,3,9
11,4,13,16,27,3,3,0
3,5,10,13,21,3,3,7
8,5,6,1,2,1,1,0
2,4,7,1,3,1,1,0
11,2,15,28,27,3,3,3
5,9,16,27,26,3,2,3
5,9,15,33,32,3,3,3
3,5,11,7,9,1,1,0
3,5,10,5,6,1,1,0
7,5,9,8,13,2,2,0
8,5,16,38,42,3,3,4
10,1,16,36,44,3,3,3
11,3,17,35,39,3,3,0
2,3,11,14,24,3,3,8
3,3,11,11,16,2,2,0
1,2,19,26,28,3,3,2
9,5,17,37,41,3,3,5
10,4,6,0,0,0,1,0
2,0,12,14,16,2,2,1
0,2,15,24,21,2,2,2
11,2,14,34,38,3,3,4
10,1,18,40,50,4,3,0
5,7,21,36,40,3,3,3
8,4,19,33,34,3,3,3
4,1,11,9,9,1,1,1
11,4,14,24,43,4,4,11
4,5,7,2,3,1,1,0
4,5,10,8,11,2,2,1
5,5,10,8,11,2,2,0
3,4,11,8,6,1,1,1
11,2,21,28,26,3,2,3
6,6,18,37,45,3,3,5
10,2,23,33,32,3,3,3
3,5,14,13,13,2,2,1
4,5,15,29,47,4,4,15
5,6,17,27,26,2,1,0
4,5,11,17,30,3,3,9
10,2,18,31,35,3,3,3
6,2,8,4,6,1,1,0
10,4,6,0,0,0,0,0
7,2,15,21,41,4,4,0
10,4,18,38,46,3,3,4
11,5,17,38,43,3,3,4
5,6,14,18,16,2,2,2
9,8,22,38,42,3,3,4
8,8,3,0,0,0,0,0
1,0,13,15,15,2,2,2
6,5,24,24,22,2,2,3
8,3,17,29,28,3,3,3
3,2,11,7,7,1,1,0
10,7,14,20,34,3,4,16
3,4,8,2,3,1,1,0
7,1,17,25,35,3,3,6
4,6,16,27,48,4,4,14
4,6,16,29,32,3,3,3
5,7,16,16,15,2,2,2
5,7,15,15,15,2,2,2
9,8,12,9,7,1,1,1
0,2,16,24,22,2,2,2
11,5,16,25,19,2,2,2
11,4,19,20,27,3,3,0
11,5,12,12,17,2,2,0
1,2,21,26,24,3,3,3
9,4,15,22,25,3,2,0
0,1,20,29,29,3,3,3
0,1,8,1,0,0,0,0
0,1,14,12,13,2,2,1
5,8,9,11,19,2,3,10
6,8,15,23,38,4,4,0
6,8,7,7,13,2,2,6
10,2,9,6,11,2,2,0
11,2,10,6,7,1,1,0
4,3,21,18,17,2,2,2
6,2,11,12,18,2,3,0
0,1,21,39,47,3,3,4
11,4,12,19,38,3,4,12
9,7,17,38,48,3,3,4
7,9,16,32,32,3,3,2
7,9,10,4,4,1,1,1
5,9,20,30,30,3,3,3
5,9,17,28,29,3,3,3
6,5,21,28,33,3,3,2
6,5,11,8,9,1,1,0
5,5,18,32,31,3,3,3
5,9,16,30,32,3,3,3
5,9,15,37,36,3,3,3
11,4,13,20,34,3,3,4
11,4,12,17,30,3,3,5
11,3,20,17,22,3,3,0
5,6,15,38,48,3,3,5
1,2,16,29,29,3,2,3
4,6,13,21,39,4,4,9
4,6,15,24,43,4,4,16
0,2,19,35,38,3,3,3
0,0,9,1,0,0,0,0
9,2,10,7,10,1,2,0
6,2,14,16,15,2,2,2
8,2,8,4,6,1,1,0
9,2,23,27,27,3,2,4
8,2,6,1,2,1,1,0
10,1,18,38,48,3,3,4
10,5,23,38,45,3,3,5
0,1,23,21,19,2,2,2
0,1,16,36,40,3,3,3
6,8,14,25,40,4,4,9
11,2,10,6,7,1,1,0
4,1,19,24,22,2,2,3
0,1,12,20,36,3,3,12
0,1,15,26,44,4,4,10
9,6,8,10,16,2,2,10
4,6,19,40,46,3,3,5
3,4,7,1,1,1,1,0
4,5,12,9,6,1,1,1
11,2,19,25,25,3,2,2
11,4,13,15,22,3,3,0
11,4,11,4,4,1,1,0
11,2,19,38,45,3,3,4
4,6,11,8,8,1,1,0
5,7,16,30,28,3,3,3
6,7,15,16,15,2,2,2
7,2,11,7,7,1,1,0
8,2,15,16,16,2,2,2
9,8,23,39,46,3,3,4
0,0,15,34,47,4,4,5
0,0,15,36,46,4,4,5
8,7,9,5,10,2,2,0
0,2,12,18,33,3,3,11
1,4,20,33,38,3,3,4
11,1,13,8,6,1,1,0
11,1,7,2,5,1,1,0
0,2,14,21,20,2,2,2
8,1,20,38,47,3,3,0
0,2,22,40,50,4,3,6
11,2,17,25,24,3,2,3
2,4,20,39,50,3,3,3
10,2,10,6,10,2,2,0
10,4,16,30,36,3,3,4
1,5,13,19,34,3,3,10
0,4,15,17,28,3,3,0
11,4,19,33,47,4,4,1
11,4,12,15,27,3,3,14
11,4,15,20,31,3,3,9
0,4,9,6,12,2,2,0
6,2,11,13,24,3,3,16
6,2,7,3,7,1,2,0
11,1,15,34,47,4,5,10
10,2,20,40,48,3,3,4
11,4,12,15,25,3,3,16
4,6,18,21,30,3,3,0
5,7,19,17,17,2,2,1
9,4,18,35,37,3,3,4
11,4,17,15,22,3,3,0
4,3,3,0,0,0,0,0
8,4,18,37,40,3,3,3
8,4,16,33,37,3,3,4
4,8,20,32,32,3,3,3
3,7,16,30,27,3,3,2
9,5,21,25,29,3,3,3
9,5,12,8,7,1,1,1
5,7,10,7,10,1,2,0
0,2,17,31,31,3,3,2
6,5,20,33,38,3,3,5
10,3,11,7,6,1,1,1
3,8,13,20,34,3,3,5
11,2,9,3,3,1,1,0
10,2,12,11,12,2,2,1
3,3,15,31,29,3,3,3
5,3,9,3,3,1,1,0
6,2,14,23,43,4,4,15
5,6,9,6,9,1,1,0
5,5,16,11,14,2,2,0
5,8,19,17,50,2,4,0
0,0,11,16,24,3,3,7
10,4,9,5,7,1,1,1
10,5,13,12,10,1,1,2
10,5,13,11,10,1,1,1
10,5,11,5,4,1,1,0
6,2,13,15,23,3,3,16
6,2,6,1,3,1,1,0
9,1,19,23,46,4,4,0
6,4,5,2,4,1,1,1
5,5,16,19,18,2,2,2
6,5,15,17,16,2,2,2
8,4,15,34,35,3,3,3
5,9,7,6,13,2,2,11
10,3,14,14,19,2,2,0
5,6,12,23,43,4,4,11
8,5,11,14,20,3,3,9
0,4,15,37,39,3,3,4
10,3,11,8,7,1,1,1
7,7,7,0,0,0,0,0
1,1,10,9,13,2,2,0
11,4,15,26,42,4,4,9
1,0,18,38,48,4,3,5
7,6,14,25,41,4,4,10
6,2,6,1,2,1,1,0
4,2,18,20,23,3,3,1
10,4,17,27,37,3,3,5
10,3,13,19,26,3,3,4
4,4,7,2,3,1,1,0
6,9,6,1,2,1,1,0
9,3,17,31,33,3,3,3
8,5,15,17,17,2,2,2
9,4,19,32,32,3,3,3
7,9,18,28,25,3,2,3
4,9,12,9,6,1,1,1
10,2,14,14,14,2,2,1
0,1,16,35,49,4,4,5
11,4,18,31,46,4,4,0
11,3,17,36,30,3,3,3
10,2,12,9,10,1,1,1
11,2,10,6,6,1,1,0
11,2,11,7,9,1,1,0
6,3,15,15,15,2,2,2
6,2,10,9,14,2,2,0
6,2,8,5,10,2,2,0
9,4,8,2,3,1,1,0
6,5,9,9,11,2,2,2
5,5,12,9,10,1,1,0
5,4,17,37,50,4,4,5
8,8,9,4,4,1,1,1
9,4,8,1,1,0,0,0
0,2,13,14,14,2,2,1
11,4,16,21,35,3,3,0
1,0,19,33,34,3,3,4
1,0,16,33,42,4,3,6
2,3,12,6,6,1,1,0
11,1,5,0,2,1,1,0
11,1,8,2,3,1,1,0
11,1,13,25,44,4,5,0
8,8,8,5,8,1,2,0
2,5,16,23,28,3,3,3
5,3,17,40,50,3,2,0
6,1,11,7,8,1,1,0
4,6,15,24,36,3,3,11
4,6,12,19,33,3,3,13
4,5,13,28,44,4,4,9
0,0,9,6,10,2,2,0
8,2,11,7,5,1,1,0
7,2,7,0,0,0,0,0
10,4,17,33,35,3,3,3
10,5,10,8,8,1,1,1
4,8,12,15,26,3,3,10
4,5,9,3,2,1,1,0
0,2,11,12,16,2,2,0
0,2,12,17,30,3,3,10
0,2,14,29,47,4,4,6
0,2,11,14,23,3,3,10
0,2,15,28,40,3,3,0
11,1,6,1,2,1,1,0
10,9,10,5,6,1,1,0
4,2,10,6,6,1,1,0
4,6,9,7,12,2,2,0
11,4,9,7,11,2,2,0
11,4,13,18,31,3,4,0
8,8,15,40,50,4,3,6
7,9,11,12,17,2,3,8
0,0,9,11,18,2,3,10
0,0,10,8,12,2,2,0
3,5,15,12,19,3,4,14
10,3,19,16,22,3,3,0
10,3,15,18,26,3,3,0
2,2,8,3,4,1,1,0
3,3,13,22,23,2,2,3
3,3,9,11,17,2,2,7
5,4,8,8,13,2,2,7
5,4,16,24,31,3,3,0
5,4,6,1,2,1,1,0
5,2,8,4,6,1,1,0
5,9,15,27,26,3,2,3
6,1,15,39,45,3,3,4
5,1,10,12,21,3,3,11
5,1,8,9,16,2,2,4
5,1,10,11,17,2,2,14
10,2,14,12,13,2,2,1
10,2,11,8,5,1,1,1
10,2,17,20,20,2,2,2
10,2,18,34,36,3,3,3
0,2,8,3,7,1,2,0
9,3,8,3,4,1,1,0
9,6,18,26,42,4,3,0
11,4,12,21,37,3,4,12
5,5,19,25,25,2,2,3
5,5,17,37,36,3,3,3
9,4,15,25,27,3,3,3
10,4,21,33,33,3,3,3
8,4,16,29,27,3,3,2
1,2,22,37,44,3,3,5
0,1,19,36,39,3,3,4
5,8,16,29,42,4,4,6
9,2,20,34,41,3,3,0
9,2,17,22,38,4,4,0
8,6,22,30,29,3,2,4
0,1,17,15,16,2,2,0
4,5,17,40,50,3,3,0
5,6,13,24,43,4,4,13
9,4,8,2,2,1,1,0
7,6,23,38,43,3,3,4
7,8,14,27,21,2,2,4
0,3,17,37,34,3,3,3
2,6,10,9,13,2,2,0
2,6,14,16,25,3,3,0
4,4,16,36,35,3,3,3
4,4,7,2,4,1,1,0
4,5,6,0,1,0,1,0
0,1,16,28,30,3,3,3
10,1,17,36,40,3,3,3
10,1,17,35,37,3,3,3
9,8,12,16,30,3,3,4
9,8,18,29,29,3,3,3
8,8,15,30,37,3,3,4
10,2,18,19,19,2,2,2
11,2,19,32,29,3,3,3
10,6,8,9,16,2,2,0
5,9,17,28,26,3,2,3
4,4,16,31,48,4,4,5
3,4,15,26,39,3,3,5
11,1,11,14,24,3,3,0
11,1,13,9,8,1,1,0
10,1,22,35,38,3,3,3
11,1,20,35,40,3,3,3
0,1,19,34,49,4,4,6
11,4,13,19,33,3,4,0
11,4,12,11,15,2,2,0
0,2,14,24,43,4,4,11
0,2,12,18,36,3,4,11
0,2,15,27,46,4,4,10
1,4,19,30,34,3,3,3
2,8,22,37,42,3,3,0
0,4,12,15,23,3,3,0
11,4,10,12,18,2,3,9
4,3,10,8,10,1,1,1
3,7,14,20,37,3,4,14
3,7,13,24,43,4,4,13
11,2,11,11,17,2,3,0
3,3,10,12,21,3,3,3
5,4,11,14,21,3,3,3
5,9,20,27,24,2,2,4
9,7,13,22,41,4,4,11
11,4,15,21,40,4,5,0
10,4,14,24,18,2,3,2
4,9,10,12,19,2,3,11
9,7,21,39,50,4,3,6
1,0,16,27,41,3,3,4
1,0,20,34,46,4,4,4
1,0,15,31,45,4,4,5
11,1,14,24,42,4,4,6
11,1,8,3,4,1,1,0
5,7,20,26,26,3,3,3
6,7,20,34,34,3,3,4
4,5,14,37,43,4,3,4
0,1,19,28,33,3,3,3
5,8,13,15,24,3,3,0
6,8,13,27,46,4,4,12
10,2,11,11,12,2,2,1
8,3,8,1,1,1,0,0
6,2,11,12,18,3,3,0
4,4,11,6,7,1,1,0
9,3,11,7,5,1,1,0
10,6,9,3,2,1,1,0
1,1,21,39,50,5,4,4
9,4,11,8,8,1,1,0
11,1,16,36,44,4,4,5
0,0,16,38,34,3,3,3
0,2,18,23,21,2,2,3
0,2,17,30,28,3,3,3
0,1,24,31,34,3,3,4
10,1,20,32,34,3,3,3
10,1,16,34,32,3,3,3
10,3,10,7,12,2,2,0
6,2,14,27,45,4,4,15
6,2,16,27,47,4,4,16
4,7,12,16,29,3,3,14
8,9,13,19,24,3,3,3
8,8,17,40,45,3,3,5
4,4,16,36,49,4,4,6
8,1,17,27,43,4,4,0
7,9,17,22,36,3,4,0
0,0,13,16,24,3,3,0
7,2,19,23,21,2,2,2
7,2,21,19,18,2,2,3
8,2,9,3,2,1,1,0
4,9,8,3,5,1,1,0
6,4,17,40,50,3,2,0
11,4,11,15,24,3,3,8
11,4,16,32,48,4,4,15
11,2,18,35,34,3,3,4
11,3,10,3,3,1,1,0
4,8,17,32,33,3,3,3
3,7,16,24,28,3,3,3
9,4,11,8,11,2,2,0
1,0,20,33,48,4,4,5
11,1,10,10,14,2,2,0
11,2,21,36,34,3,3,4
7,5,18,25,22,2,2,2
8,8,18,17,18,2,2,1
9,5,16,36,34,3,3,4
9,4,16,34,32,3,3,3
5,9,15,24,28,3,3,3
3,1,12,9,9,1,1,0
5,1,16,17,18,2,2,0
11,4,12,17,29,3,4,0
11,4,16,19,36,3,4,16
0,4,10,12,20,3,3,14
11,4,14,25,45,4,5,10
11,4,19,21,22,3,2,0
11,2,8,3,5,1,1,0
11,2,16,29,26,3,2,3
10,2,8,4,7,1,1,0
11,3,10,4,3,1,1,0
9,8,16,39,47,3,3,4
3,5,18,40,48,3,3,5
4,4,19,27,30,3,3,3
8,8,11,9,9,1,1,0
10,9,7,0,0,0,0,0
0,2,20,40,48,3,3,4
0,2,18,30,25,3,3,3
2,1,11,40,50,1,1,0
11,4,10,10,16,2,2,0
4,9,12,14,22,3,3,16
8,6,18,32,34,3,3,3
4,6,14,29,45,4,4,5
6,5,18,14,13,2,2,2
5,5,19,17,15,2,2,2
5,5,16,15,15,2,2,2
11,4,16,30,28,3,3,3
8,7,16,13,13,2,2,1
5,7,17,32,32,3,3,3
5,9,8,3,5,1,1,0
8,2,8,3,6,1,1,0
3,4,18,40,50,4,3,0
0,4,17,23,24,2,2,0
8,4,14,27,40,3,4,5
3,7,15,27,36,3,3,2
2,6,11,17,26,3,3,8
4,5,8,2,2,1,1,0
5,5,9,1,1,1,1,0
3,4,14,12,13,2,2,1
1,2,22,22,21,2,2,2
3,5,18,38,46,3,3,4
7,3,7,2,4,1,1,0
8,3,14,20,36,4,4,0
6,5,12,19,35,3,4,10
0,0,19,33,46,4,4,5
0,0,21,37,47,5,5,6
6,9,15,18,34,3,3,17
5,5,11,8,7,1,1,1
6,5,15,21,26,3,3,3
6,5,9,4,4,1,1,0
6,5,11,8,9,1,1,1
5,5,13,11,12,2,1,1
4,3,8,4,8,2,2,0
4,4,10,10,17,2,3,17
5,4,10,7,10,2,2,0
0,1,15,25,42,4,4,15
1,0,14,38,45,3,3,4
11,2,12,6,4,1,1,1
7,2,23,24,23,2,2,3
2,2,8,9,18,3,3,0
2,3,3,0,0,0,0,0
11,1,6,1,3,1,1,0
10,6,14,19,50,4,4,0
5,9,14,19,20,2,2,3
10,2,6,0,0,0,0,0
11,2,8,1,1,1,1,0
3,2,10,7,11,2,2,0
6,2,6,1,2,1,1,0
6,2,15,26,42,4,4,8
10,4,20,39,41,3,3,3
7,1,16,27,26,2,2,0
8,6,17,33,38,3,3,3
4,8,20,29,27,3,3,3
4,8,17,15,15,2,2,2
10,2,14,15,15,2,2,1
6,7,9,4,5,1,1,0
7,3,10,11,17,3,3,13
7,3,14,18,23,3,3,11
4,6,19,27,32,3,3,3
0,2,14,22,24,2,2,3
1,2,17,31,31,3,3,2
11,2,23,36,35,3,3,4
5,1,10,11,18,3,3,0
11,4,18,17,24,3,3,0
6,2,12,12,18,2,3,0
1,0,16,33,47,4,4,5
1,0,15,31,43,4,4,4
11,1,14,27,45,4,4,11
11,1,17,30,30,2,2,0
11,1,15,16,17,2,2,0
11,1,13,21,39,4,4,8
0,2,10,9,14,2,2,0
1,4,17,17,17,2,2,2
1,4,21,38,40,3,3,4
4,6,14,21,24,3,3,3
9,3,17,22,22,2,2,3
6,8,11,17,34,3,4,12
11,3,16,28,32,3,3,3
10,2,9,6,11,2,2,0
8,8,14,18,17,2,2,2
9,6,17,21,22,2,2,0
1,1,16,28,45,4,4,0
9,5,15,21,20,2,2,2
9,5,17,17,16,2,2,2
9,4,10,6,6,1,1,0
5,5,17,24,23,2,2,3
5,5,18,26,26,3,2,3
2,1,18,29,25,2,2,0
7,7,10,5,6,1,1,0
8,2,17,28,49,4,4,0
6,7,12,8,7,1,1,1
9,8,16,31,36,3,3,3
10,3,14,21,22,2,2,3
4,4,17,33,47,4,4,5
4,4,16,38,50,4,4,6
10,5,16,38,49,3,3,4
6,2,16,28,46,4,4,15
5,8,13,15,22,3,3,0
4,7,12,21,40,4,4,11
8,4,16,30,30,3,3,3
4,8,22,30,27,3,3,3
3,7,19,33,36,3,3,3
3,7,15,22,26,3,3,3
2,4,7,1,1,1,1,0
4,6,10,11,17,2,2,15
3,7,9,6,10,1,2,0
6,2,8,3,5,1,1,0
5,2,11,13,15,2,2,2
8,8,11,5,6,1,1,0
5,5,15,40,50,4,3,6
11,4,14,27,48,4,5,10
1,1,16,36,50,4,4,5
1,1,13,29,43,4,4,8
11,5,17,39,48,3,3,4
11,5,19,30,32,3,3,3
4,5,14,35,34,3,3,3
9,3,12,11,11,1,1,1
8,5,17,29,28,3,3,3
9,5,10,4,3,1,1,1
9,4,18,38,39,3,3,4
11,1,8,2,3,1,1,0
11,1,18,19,19,2,2,0
9,8,10,12,20,3,3,2
10,9,3,0,0,0,0,0
5,5,19,30,33,3,3,3
6,5,14,15,15,2,2,2
6,2,13,19,38,4,4,0
10,4,10,12,20,3,3,11
5,3,19,23,23,3,3,0
5,8,11,12,19,3,3,0
6,8,13,17,28,3,3,0
4,1,18,25,27,3,2,3
0,4,16,25,31,3,3,4
0,4,14,23,28,3,3,4
5,7,14,17,17,2,2,1
0,2,15,32,45,3,3,4
10,2,19,28,32,3,3,0
9,4,16,15,14,2,2,2
9,4,10,6,8,1,1,0
9,4,12,10,12,2,2,0
6,9,15,24,41,4,4,8
9,5,10,4,4,1,1,0
9,7,9,4,4,1,1,0
3,4,18,23,23,2,2,0
