alpha_width_kmeans,delta_freq_freq,u_freq_freq,g_freq_freq,r_width_kmeans,i_kmeans_width,z_width_freq,redshift_kmeans_freq
4,4,37,20,6,33,2,3
4,9,45,24,7,40,2,4
7,3,29,10,6,36,2,5
7,3,12,6,3,22,1,4
7,3,38,14,6,44,2,0
0,3,1,0,1,0,0,0
0,5,30,15,4,29,1,2
2,9,13,9,4,33,2,5
2,9,0,0,1,3,0,0
0,6,7,7,4,29,2,4
0,0,48,14,4,25,1,3
0,0,26,11,4,22,1,2
7,3,39,10,3,22,1,2
7,3,31,20,6,36,2,4
0,1,23,15,7,51,2,5
3,8,21,14,6,44,2,4
3,8,20,10,4,36,2,0
7,1,28,23,7,51,2,5
3,7,20,7,3,18,0,1
3,8,4,3,2,14,1,1
3,7,3,1,1,7,0,0
3,7,11,4,2,14,0,1
3,4,8,4,2,18,1,0
3,4,2,2,2,14,0,0
0,7,29,9,3,18,1,2
4,9,37,21,6,36,2,3
1,0,19,11,4,29,2,3
5,3,36,17,6,29,2,3
3,8,37,23,7,44,2,4
5,8,36,23,7,40,2,4
0,1,24,7,3,14,0,0
5,5,46,23,7,40,2,4
4,0,8,4,2,14,0,1
4,8,8,3,2,11,0,0
5,4,41,10,3,22,1,2
5,3,47,20,6,36,2,3
5,3,28,21,6,33,2,3
7,3,44,20,6,33,2,3
4,9,46,24,7,40,2,4
0,8,21,10,4,33,2,0
3,9,12,8,4,33,2,4
4,9,24,14,6,47,2,0
7,3,9,4,2,18,1,1
7,4,44,20,6,29,2,3
3,0,35,20,6,33,2,4
3,0,48,17,4,29,1,3
0,6,43,21,6,36,2,3
5,9,46,20,6,33,2,3
7,0,1,0,1,3,0,0
4,2,4,3,2,14,0,1
7,3,14,10,4,40,2,4
7,4,41,24,7,44,2,4
3,9,13,10,6,40,2,5
0,1,31,17,7,51,2,0
0,1,27,17,7,47,2,5
3,8,30,16,6,47,2,0
0,4,21,15,6,47,2,4
0,4,45,24,7,47,2,4
3,8,47,11,4,25,1,2
4,8,14,5,2,11,0,1
0,1,1,1,1,7,0,0
0,1,18,7,3,25,1,0
1,1,39,17,6,33,2,0
5,9,47,24,7,44,2,4
0,1,19,7,3,18,1,0
0,1,39,11,4,25,1,0
0,1,19,13,6,47,2,5
0,1,19,9,4,33,2,0
0,1,11,7,4,33,2,4
3,7,2,1,1,7,0,0
3,5,21,9,4,22,1,4
5,9,14,9,6,40,2,5
5,3,10,6,2,14,0,1
2,9,2,1,2,11,0,0
0,1,41,23,7,51,2,4
3,8,25,9,3,22,1,2
2,9,25,15,6,44,2,0
2,9,8,7,4,29,2,5
2,7,47,23,7,44,2,4
0,4,8,3,2,14,0,0
3,9,7,8,4,33,2,4
4,9,23,14,6,51,2,2
5,8,17,12,6,44,2,4
1,5,42,20,6,29,1,0
5,7,0,0,0,0,0,0
5,7,9,5,2,14,0,1
5,8,23,17,6,51,2,1
3,8,32,9,3,22,1,2
3,8,5,3,2,11,0,1
7,4,48,13,4,25,1,2
4,9,23,15,6,51,2,0
5,3,11,4,2,11,0,1
7,1,32,21,7,55,2,5
3,8,14,11,6,40,2,4
3,8,12,8,4,33,2,5
3,8,11,3,2,11,0,0
0,4,23,15,6,51,2,5
7,1,47,23,7,44,2,4
7,1,42,24,8,51,2,4
0,6,28,8,3,18,1,2
7,6,7,5,3,22,1,0
0,3,14,6,2,14,0,1
7,3,21,6,2,11,0,2
0,0,39,15,4,25,1,3
0,0,23,15,4,29,1,3
4,4,14,9,4,36,2,5
3,9,10,8,4,29,2,4
5,9,39,24,7,44,2,4
4,8,29,15,6,47,2,4
2,6,43,24,7,44,2,4
2,0,1,1,2,11,0,0
2,4,34,23,8,55,2,4
2,4,32,21,8,55,2,4
5,3,42,8,4,29,2,0
5,3,31,14,4,25,1,2
5,9,39,21,6,36,2,3
5,9,37,21,6,36,2,4
5,9,35,19,6,33,2,3
2,8,11,9,6,44,2,0
2,8,26,18,7,51,2,5
2,8,8,6,3,25,1,0
3,8,3,6,4,33,2,0
5,2,4,6,3,25,1,5
3,8,21,13,6,47,2,3
3,7,23,14,4,29,2,3
3,7,4,3,2,14,1,0
2,9,10,6,3,25,1,0
2,9,9,7,4,29,2,5
4,9,40,20,6,33,2,4
3,8,5,3,2,11,0,1
3,9,6,4,2,14,0,1
3,9,5,1,1,3,0,1
3,9,9,5,2,14,0,1
3,9,39,17,4,29,1,3
3,9,47,19,6,29,1,4
5,9,9,3,2,11,0,1
4,9,17,7,2,14,0,2
0,1,33,23,7,44,2,5
0,1,15,12,6,44,2,5
0,1,20,12,6,47,2,5
5,6,31,24,7,40,2,4
5,8,40,17,6,33,2,3
4,8,29,12,4,25,1,3
3,8,6,4,2,14,0,2
2,5,35,12,4,22,1,0
2,4,28,23,7,47,2,4
4,0,8,3,2,11,0,1
4,9,40,24,7,40,2,0
7,1,48,23,7,44,2,4
7,5,44,24,7,40,2,3
5,3,29,14,4,25,1,3
5,9,47,20,6,33,2,4
7,3,21,15,6,47,2,5
7,3,10,7,3,25,2,0
0,6,26,21,6,29,2,4
7,3,33,20,6,29,2,3
3,3,38,23,6,36,2,3
4,2,11,3,2,11,0,1
0,1,30,21,8,58,2,5
3,8,21,16,7,51,2,4
0,4,22,15,6,47,2,5
0,8,19,9,4,36,2,0
7,2,27,19,7,55,2,2
0,2,42,12,6,40,2,0
5,8,36,12,4,25,1,2
4,9,18,7,2,14,0,1
2,8,23,7,3,11,0,0
2,8,14,9,6,40,2,5
5,5,32,21,6,33,2,4
1,1,0,0,1,3,0,0
1,1,19,11,6,40,2,5
4,5,47,17,6,36,2,3
5,9,13,9,4,33,2,4
5,6,29,10,3,18,0,0
2,9,33,18,6,47,2,1
0,1,26,8,3,25,0,0
3,8,19,11,6,40,2,5
3,8,23,17,7,51,2,4
3,8,18,12,6,44,2,4
4,8,11,8,4,33,2,5
4,8,10,4,2,11,0,1
3,8,22,12,4,29,1,3
3,8,7,5,2,18,1,1
4,8,10,3,2,11,0,1
0,6,40,24,7,47,2,3
0,5,29,23,6,33,2,4
4,9,3,1,1,3,0,1
5,9,39,21,7,44,2,4
3,8,45,18,4,29,2,3
2,9,23,17,6,51,2,4
5,9,48,23,7,40,2,0
3,9,46,17,4,33,2,2
3,9,4,3,2,14,1,0
3,7,6,1,1,3,0,0
3,8,32,15,6,47,2,0
0,0,30,20,8,55,2,4
4,4,37,19,6,33,2,3
2,8,12,9,4,36,2,4
3,8,3,3,2,14,1,0
0,6,9,3,2,7,0,1
2,9,3,3,2,14,1,0
3,9,42,8,3,22,1,0
0,6,12,8,4,36,2,4
2,8,13,9,6,36,2,5
3,3,15,10,4,36,2,5
5,3,10,7,3,25,1,0
7,3,39,21,6,36,2,2
7,3,46,16,4,25,1,3
5,9,0,0,1,3,0,0
0,6,24,15,6,33,2,3
0,6,27,19,6,33,2,3
7,6,12,4,2,11,0,1
0,0,44,19,6,33,2,3
3,5,23,19,6,47,2,4
2,2,13,10,4,40,2,4
3,3,13,9,4,40,2,0
3,3,10,6,3,25,1,0
3,3,5,4,3,18,1,0
4,9,2,1,1,3,0,1
4,3,8,1,1,7,0,0
1,1,14,5,2,14,1,0
3,9,4,3,2,11,0,1
3,9,4,1,1,7,0,0
0,0,47,12,4,25,1,2
0,0,43,24,6,36,2,4
3,6,47,20,6,36,2,3
3,7,46,19,6,33,2,3
0,2,46,23,6,36,2,4
0,1,44,14,6,44,2,0
0,1,5,3,2,14,0,0
5,9,40,24,7,44,2,4
5,6,36,24,7,40,2,5
7,4,23,6,2,14,0,1
3,9,26,14,6,47,2,5
7,1,31,19,6,33,2,4
7,1,48,23,7,40,2,3
7,5,7,3,2,11,0,0
0,5,43,24,7,44,2,4
5,6,11,8,4,36,2,5
5,6,0,0,1,7,0,0
5,9,22,16,6,29,2,5
3,5,39,1,1,3,0,4
2,4,34,20,6,33,2,3
2,8,22,15,6,47,2,5
0,0,45,23,7,51,2,4
0,0,39,23,7,55,2,0
0,4,40,18,4,29,2,3
2,9,4,6,3,25,1,3
2,9,22,12,6,44,2,5
2,9,3,5,3,22,1,5
0,6,14,8,4,29,2,0
7,3,14,9,4,36,2,5
7,5,24,20,6,33,2,3
4,2,26,13,4,25,1,3
0,6,33,18,6,33,2,3
4,0,30,15,6,33,2,4
0,3,43,23,7,44,2,3
3,3,26,7,3,7,0,0
4,9,30,14,4,29,2,3
0,0,30,23,6,33,2,3
2,5,43,24,8,44,2,0
4,4,45,21,6,36,2,3
3,8,32,11,3,22,1,2
3,9,7,2,1,7,0,1
0,1,8,7,4,29,2,5
0,1,40,15,4,29,1,0
0,1,32,20,7,51,2,5
0,1,12,5,2,18,1,0
3,3,0,0,1,3,0,0
5,2,5,4,3,18,1,0
4,5,36,15,4,29,1,3
5,5,8,7,4,25,1,3
4,9,38,17,6,33,2,3
4,8,25,13,6,33,2,4
2,8,21,10,6,44,2,5
0,4,22,2,1,7,0,0
3,8,16,10,6,44,2,5
3,8,4,3,2,14,0,0
3,8,21,16,7,47,2,5
0,4,41,14,4,29,1,0
0,4,29,18,7,55,2,4
0,1,34,21,7,51,2,2
0,1,13,3,2,7,0,0
0,1,30,9,3,18,1,0
0,1,0,0,1,3,0,0
0,1,18,12,6,40,2,5
0,1,43,20,7,55,2,0
0,1,2,1,2,11,0,0
1,1,15,3,2,7,0,0
5,9,17,14,6,47,2,4
5,8,15,11,6,44,2,5
5,6,13,10,4,36,2,4
3,8,43,24,6,36,2,4
3,8,13,6,2,14,0,1
4,8,7,3,2,11,0,1
2,3,31,11,3,11,1,1
3,5,43,20,7,44,2,4
3,5,45,12,4,25,1,3
3,5,9,5,2,14,1,1
3,4,33,22,7,55,2,4
5,9,48,24,7,44,1,2
3,9,27,9,3,22,1,2
3,9,45,18,6,33,2,3
5,8,5,4,3,22,1,0
5,7,19,15,6,47,2,5
7,3,17,9,4,33,2,0
7,5,48,23,6,36,2,4
7,4,45,24,7,44,2,3
3,4,1,1,2,11,0,0
2,8,25,10,4,36,2,0
4,2,48,24,6,33,2,5
5,9,37,15,9,29,2,0
4,9,4,4,3,22,1,0
0,6,28,24,6,33,2,3
3,9,4,6,3,18,1,1
4,2,45,17,6,33,2,3
5,2,8,4,3,18,1,1
5,2,3,3,2,11,0,1
3,9,7,4,2,18,1,1
3,9,14,6,2,14,0,1
4,9,2,1,2,11,0,0
5,7,27,17,6,33,2,3
0,4,27,17,7,51,2,5
0,6,23,18,7,51,2,4
2,4,2,2,2,11,0,1
7,5,37,15,6,40,2,0
7,5,14,10,6,36,2,5
7,6,40,22,7,40,2,0
4,0,34,21,6,36,2,4
4,0,45,22,6,36,2,0
4,9,42,24,6,36,2,4
4,4,41,17,6,29,1,3
4,4,47,18,6,33,2,3
3,6,40,21,6,36,2,3
3,0,30,16,7,47,2,0
4,4,29,15,4,25,1,4
5,6,3,1,1,3,0,1
4,5,26,23,6,33,2,4
4,5,8,3,2,14,0,0
7,3,30,16,6,40,2,4
7,4,44,17,6,33,2,3
7,1,26,20,6,36,2,3
7,1,10,6,3,22,1,0
5,3,10,4,2,11,0,1
5,6,27,17,7,55,2,5
3,3,45,24,9,55,2,0
0,6,38,24,7,47,2,3
7,6,3,1,1,3,0,0
3,8,4,4,3,18,1,0
5,9,24,14,4,29,1,2
0,8,11,4,2,14,1,0
2,9,42,20,7,55,2,5
2,9,2,1,2,11,0,0
3,9,35,22,6,36,2,0
3,3,10,6,3,22,1,0
2,6,29,14,6,33,2,4
0,5,43,18,4,25,1,4
0,5,43,19,6,33,2,3
0,5,19,8,3,18,1,2
2,9,15,10,6,40,2,5
2,9,38,19,7,55,2,5
7,6,44,15,4,25,1,2
0,6,46,24,7,44,2,4
4,0,9,4,3,18,1,1
0,0,26,16,6,33,2,4
0,0,43,24,6,36,2,4
3,5,29,19,7,47,2,4
4,3,35,10,4,29,2,0
3,9,42,24,8,51,2,4
3,8,36,18,7,51,2,4
5,3,20,7,2,7,0,0
7,1,31,20,6,29,2,4
5,9,48,23,6,40,2,4
7,3,16,9,4,36,2,5
7,4,48,17,3,22,2,0
7,5,33,21,6,36,2,0
3,3,18,7,3,18,1,1
4,0,29,16,6,33,2,3
5,0,26,18,6,33,2,3
5,9,26,14,6,44,2,5
4,1,0,0,0,0,0,0
4,8,9,3,2,11,0,1
3,8,31,11,3,22,1,2
4,8,44,24,6,25,1,0
3,7,20,15,4,29,2,3
3,6,9,3,2,11,0,1
3,8,15,12,6,44,2,4
3,8,13,9,4,36,2,4
7,4,34,14,6,51,2,0
5,3,41,17,4,29,2,3
3,4,33,20,7,44,2,3
0,1,30,23,7,47,2,4
0,1,27,15,6,36,2,4
0,1,29,18,7,47,2,4
4,3,36,14,4,29,1,4
0,0,39,24,8,58,2,5
0,1,19,5,2,7,0,0
0,1,15,8,4,33,2,0
5,8,38,24,7,40,2,4
5,9,39,18,6,33,2,3
1,0,19,9,3,22,1,2
5,6,1,1,1,7,0,0
6,5,6,2,2,11,0,0
6,5,13,6,3,22,1,0
7,1,32,24,7,58,2,4
0,2,31,20,7,44,2,4
0,2,44,18,6,33,2,3
2,3,1,1,1,7,0,0
7,3,16,8,4,29,2,0
7,6,44,10,3,22,1,2
7,6,18,6,2,14,0,1
3,4,3,1,2,11,0,0
3,4,1,1,1,7,0,0
4,2,3,1,2,14,0,0
0,4,42,20,6,33,2,3
7,3,22,9,3,22,1,2
0,4,24,19,6,29,1,4
2,2,43,20,6,33,2,3
3,8,4,2,2,11,0,1
3,9,34,10,3,22,1,2
3,9,6,2,2,11,0,0
3,9,15,6,2,14,0,1
4,4,7,7,4,29,2,5
5,7,38,20,6,40,2,4
0,2,46,23,6,36,2,4
3,9,37,21,7,44,2,4
4,8,24,10,3,22,1,2
0,4,39,17,6,29,2,3
0,5,39,24,7,36,2,4
0,5,43,18,4,29,1,2
5,8,48,19,6,36,2,4
4,2,41,17,7,47,2,1
3,9,1,1,2,7,0,1
4,9,16,12,6,44,2,5
4,9,15,10,6,40,2,5
4,9,10,9,6,44,2,0
4,4,9,4,2,18,1,0
0,0,12,6,4,18,1,2
0,0,27,10,4,29,1,3
5,9,48,24,7,40,2,3
0,4,24,22,7,44,2,4
0,4,39,21,6,36,2,4
4,4,25,17,6,33,2,3
4,4,33,18,6,33,2,3
5,3,48,16,4,29,1,3
5,3,44,20,6,33,2,3
5,4,46,16,4,29,2,3
5,9,40,16,4,29,2,3
7,3,7,4,3,22,1,0
7,3,15,7,4,33,2,0
0,3,12,4,2,11,0,1
2,9,29,14,6,44,2,0
2,9,10,9,4,33,2,4
2,7,19,12,6,44,2,5
3,8,19,14,6,47,2,4
3,8,13,9,4,36,2,3
3,8,23,16,7,47,2,4
3,8,6,7,4,25,2,5
4,9,38,13,4,29,1,3
5,5,40,21,6,36,2,3
4,8,4,2,2,11,0,0
3,6,38,23,7,55,2,4
3,9,30,10,3,22,1,2
5,9,31,15,4,25,1,3
4,9,5,4,3,22,1,0
3,7,20,15,6,47,2,4
5,3,13,3,2,11,0,0
5,2,0,0,1,7,0,0
7,3,44,21,6,33,2,3
7,3,47,23,6,36,2,4
2,7,31,9,3,18,1,2
0,5,44,13,4,25,1,2
0,4,42,22,6,36,2,4
2,9,16,10,6,40,2,5
3,9,0,0,1,7,0,0
4,8,18,14,6,47,2,5
3,8,28,12,4,25,1,2
4,8,16,7,3,14,0,2
4,8,7,4,2,14,0,0
0,1,37,11,4,25,1,0
3,8,19,9,4,29,2,0
3,8,20,15,6,47,2,4
3,8,27,17,7,51,2,4
3,7,5,3,2,14,0,1
3,4,7,5,3,22,1,0
3,4,27,12,6,40,2,5
4,2,24,14,6,47,2,0
2,4,44,24,7,40,2,4
4,7,37,20,6,33,2,4
4,8,6,3,2,14,0,1
0,1,23,12,6,44,2,0
0,1,23,7,3,18,1,0
4,9,6,6,3,22,1,1
5,6,1,1,1,7,0,0
5,7,14,3,2,11,0,0
3,8,8,3,2,7,0,0
4,9,36,21,6,36,2,4
5,5,6,3,2,14,1,0
6,5,2,1,2,7,0,0
3,4,18,10,6,40,2,5
3,8,18,7,3,18,0,1
1,1,21,7,3,14,0,0
3,9,7,4,2,14,1,0
3,9,27,10,3,22,1,0
3,0,19,15,4,25,1,3
5,7,45,24,7,44,2,4
5,7,30,10,4,25,1,2
4,8,4,3,2,18,1,0
4,9,43,17,6,40,2,0
6,4,26,8,3,25,1,0
3,8,4,1,1,7,0,1
3,9,9,4,2,14,0,1
4,9,45,20,6,36,2,3
4,9,34,12,4,33,2,1
2,8,20,15,7,51,2,5
3,3,14,7,4,29,2,0
3,3,12,3,2,7,0,0
3,3,12,7,4,29,2,5
5,2,6,3,2,11,0,0
7,1,9,6,3,14,1,1
7,4,3,4,3,18,1,1
5,3,45,24,6,36,2,3
7,3,16,11,6,40,2,4
4,0,2,1,2,11,0,0
3,3,0,0,1,7,0,0
7,6,41,24,8,51,2,3
0,6,42,24,7,47,2,4
7,6,30,24,7,51,2,4
7,3,35,19,6,33,2,3
4,3,47,22,6,33,2,3
7,0,45,24,7,55,2,5
3,8,12,9,6,40,2,5
3,8,24,15,6,51,2,5
3,8,20,14,6,47,2,5
5,3,18,7,2,11,0,0
4,0,46,20,6,36,2,4
4,9,8,3,2,11,0,1
4,9,7,1,1,7,0,1
4,9,45,17,4,29,1,4
4,3,38,14,6,36,2,0
0,3,35,18,4,29,1,2
3,8,42,21,6,33,2,4
4,0,23,19,6,33,2,4
0,6,7,3,2,14,0,0
3,8,14,5,2,11,0,1
3,9,3,1,2,7,0,1
0,1,0,0,1,3,0,0
1,1,4,6,3,25,2,0
4,9,20,13,6,33,2,4
3,4,15,4,2,11,0,0
3,4,0,0,0,0,0,0
4,2,32,14,4,29,2,3
4,3,36,23,6,36,2,4
5,7,28,15,7,51,2,5
7,2,45,23,7,40,2,3
5,3,30,24,6,33,1,4
7,6,28,8,4,29,2,0
7,6,16,12,6,40,2,5
2,7,18,12,6,44,2,5
5,2,3,3,2,18,1,0
0,6,10,4,2,11,0,1
7,6,13,3,2,11,0,1
0,0,23,10,3,22,1,2
4,2,46,14,6,33,2,2
3,2,22,8,3,18,1,2
3,2,30,17,4,29,1,3
5,8,40,23,7,40,2,0
5,8,24,14,4,29,1,3
0,0,36,21,6,36,2,4
3,5,42,16,6,33,2,3
3,8,19,17,6,47,2,5
0,1,34,16,4,29,1,0
0,1,36,12,4,25,1,0
0,1,1,1,1,7,0,0
0,1,14,10,6,40,2,4
0,1,23,15,6,47,2,5
0,1,4,4,3,22,1,5
0,1,10,1,1,3,0,0
0,1,17,9,4,36,2,0
0,1,25,17,7,51,2,0
0,1,12,8,4,36,2,0
1,1,14,7,3,25,1,0
1,1,15,7,4,33,2,0
4,8,2,2,2,14,0,0
4,8,3,2,2,14,0,0
4,9,19,7,3,14,0,2
1,0,3,3,2,14,1,0
5,3,45,16,6,33,2,3
7,6,26,20,7,55,2,4
5,6,37,15,7,51,2,0
3,9,41,22,6,40,2,4
0,2,33,21,7,47,2,4
0,2,38,18,6,33,2,3
0,2,26,11,4,25,1,2
0,2,39,21,7,55,2,4
0,2,35,19,7,47,2,4
3,4,36,18,6,33,2,3
4,5,1,3,3,22,1,2
3,4,2,1,2,11,0,0
3,4,0,0,0,0,0,0
0,0,46,21,7,55,2,4
7,1,42,23,6,36,2,3
7,2,39,23,7,44,2,4
0,5,22,11,6,44,2,5
4,7,35,20,6,36,2,3
5,4,40,18,6,33,2,2
5,4,27,18,4,29,2,3
5,4,33,11,4,22,1,2
7,3,31,13,6,36,2,0
7,7,40,24,7,40,2,4
4,5,14,4,2,14,0,0
0,4,45,21,7,51,2,3
0,6,36,24,8,51,0,0
0,1,21,15,7,47,2,0
3,8,23,17,7,55,2,0
3,8,23,18,7,55,2,5
7,3,39,24,7,44,2,4
7,3,38,23,6,40,2,3
7,3,41,22,6,36,2,4
7,3,27,21,6,36,2,4
0,1,48,23,7,40,2,4
3,5,36,23,7,51,2,2
4,9,41,20,6,29,2,3
1,1,11,7,3,25,1,0
0,1,23,7,3,11,0,0
1,1,13,3,2,7,0,0
7,1,40,17,6,51,2,5
0,1,18,5,2,7,0,0
0,1,5,4,3,22,1,0
0,1,13,7,4,29,2,0
2,5,0,0,1,3,0,0
4,9,29,10,3,22,1,2
2,6,20,15,7,51,2,5
4,9,45,23,6,33,2,4
3,9,40,24,7,44,2,4
3,8,34,18,6,36,2,4
3,8,31,12,4,25,1,2
0,2,33,22,7,51,2,4
4,5,3,4,3,22,1,4
5,8,6,3,2,14,1,0
7,2,43,15,4,29,1,0
7,2,23,12,6,44,2,0
0,0,3,2,2,14,0,0
0,0,32,18,7,44,2,4
2,1,16,9,4,33,2,0
0,0,29,21,6,36,2,3
0,0,43,23,6,36,2,4
5,5,23,9,4,29,2,0
4,2,1,1,1,7,0,0
3,2,6,2,2,7,0,0
3,4,40,21,7,44,2,4
6,0,14,7,3,25,1,0
2,5,34,22,7,51,2,4
2,8,18,14,6,44,2,5
2,7,19,14,7,47,2,5
2,7,8,7,4,29,2,5
0,4,31,17,6,33,1,2
4,9,31,15,4,25,1,3
3,8,9,3,2,11,0,1
4,9,25,7,3,18,1,2
3,8,16,12,6,44,2,5
3,8,0,0,1,3,0,0
7,1,33,23,7,51,2,4
0,1,18,14,6,47,2,5
0,1,9,5,3,22,1,0
0,1,14,3,2,7,0,0
0,1,4,3,2,18,1,0
0,1,18,12,6,44,2,5
0,1,19,10,4,36,2,0
0,1,16,11,6,40,2,4
0,1,1,0,0,0,0,0
0,4,47,24,7,51,2,3
2,5,1,1,1,7,0,0
7,5,22,18,4,29,2,3
5,6,5,3,2,14,1,0
7,3,37,17,4,33,2,3
3,4,31,23,8,55,2,4
0,2,24,21,7,51,2,4
3,9,8,3,2,11,0,1
4,9,7,3,2,14,0,1
3,2,40,23,6,33,2,3
5,9,38,24,6,40,2,4
0,0,30,22,6,36,2,3
5,7,8,2,2,7,0,1
5,8,31,14,6,33,2,3
5,8,15,6,2,14,0,1
0,6,28,14,4,25,1,3
5,6,6,5,3,22,1,0
0,6,32,12,4,25,1,3
7,6,1,0,1,0,0,0
2,5,33,12,4,22,1,0
3,4,29,19,7,47,2,4
0,2,48,19,6,33,2,3
4,5,1,1,2,11,0,0
5,7,39,13,4,25,1,3
5,8,19,14,6,47,2,5
5,5,1,1,1,11,0,0
7,2,17,14,6,47,2,5
3,8,47,19,6,33,2,3
7,5,34,10,4,33,2,0
5,8,30,9,3,18,1,2
6,9,0,0,0,0,0,0
2,8,36,21,6,40,2,3
2,7,32,23,6,36,2,4
0,4,47,11,3,22,1,2
0,4,40,18,6,29,2,3
3,9,19,12,6,47,2,5
3,9,41,15,6,44,2,5
3,9,11,9,4,36,2,4
2,9,43,20,6,47,2,2
2,8,30,18,7,55,2,5
2,9,41,18,7,51,2,0
5,8,17,12,6,47,2,5
7,6,27,17,6,33,2,3
3,6,19,14,6,44,2,5
4,8,7,4,2,14,0,0
4,8,5,1,1,7,0,0
5,9,2,1,1,7,0,1
3,6,35,23,8,55,2,4
2,7,1,2,2,18,1,3
2,8,23,15,7,51,2,5
2,8,30,9,3,18,0,0
2,8,13,10,4,40,2,5
0,8,6,4,3,18,1,0
3,9,5,3,2,14,0,0
3,9,6,3,2,11,0,1
3,0,27,17,4,29,1,4
5,9,44,17,6,33,2,3
7,1,5,3,2,14,0,0
7,1,12,7,3,22,1,1
5,3,28,14,6,36,2,4
5,9,40,21,6,36,2,3
7,3,15,10,4,36,2,5
7,3,10,7,3,25,1,0
0,3,24,15,6,44,2,4
4,3,4,2,2,11,0,1
7,6,14,5,2,11,0,1
4,0,27,19,6,33,2,4
7,6,43,24,7,44,2,4
3,7,33,16,4,29,2,3
7,3,36,14,4,25,1,2
5,8,45,24,7,40,2,4
0,1,17,12,6,47,2,5
0,1,17,8,4,29,2,0
0,1,6,4,3,22,1,0
4,3,17,11,6,40,2,2
4,9,34,17,6,33,2,3
4,9,15,6,2,14,0,1
4,9,47,12,4,25,1,3
4,9,9,4,2,18,1,0
4,9,8,6,3,25,1,0
4,9,22,17,7,51,2,4
4,9,11,3,2,11,0,0
4,9,20,14,7,47,2,5
4,9,10,6,3,25,2,0
4,9,5,7,3,25,2,5
2,6,0,0,0,3,0,0
4,4,24,12,6,44,2,0
2,7,25,19,7,51,2,4
2,8,16,11,6,44,2,5
3,3,31,13,4,25,1,0
2,2,34,12,4,18,0,0
3,3,43,21,6,29,1,0
3,9,6,2,2,7,0,1
3,9,11,4,2,14,0,1
5,7,16,12,6,40,2,5
5,7,19,14,6,44,2,5
4,5,36,20,6,33,1,4
3,3,41,13,4,25,1,0
3,3,1,1,1,7,0,0
0,0,47,23,6,36,2,4
0,0,42,22,6,36,2,4
7,3,28,14,4,25,1,2
3,8,24,20,7,55,2,4
3,8,34,15,6,47,2,0
3,8,22,14,6,47,2,5
3,4,22,7,3,18,1,2
4,6,29,12,6,47,2,5
4,9,47,16,4,29,1,3
4,8,44,14,4,25,1,2
0,1,34,10,4,36,2,2
0,1,14,7,3,22,1,0
0,1,31,9,4,25,1,0
0,1,17,8,4,29,2,0
1,1,16,3,2,7,0,0
5,9,10,9,4,33,2,5
3,8,23,16,6,47,2,4
4,9,36,18,6,29,1,4
3,5,42,15,7,47,2,0
5,8,9,6,3,25,1,0
7,3,18,12,6,44,2,4
4,9,47,20,6,33,2,3
3,9,42,24,6,33,2,3
1,0,2,2,2,14,0,1
0,0,11,7,3,25,1,0
5,6,14,9,4,36,2,1
5,2,22,8,3,18,1,2
4,5,16,10,6,44,2,4
1,1,14,3,1,3,0,0
3,9,6,3,2,11,0,1
3,5,35,21,6,36,2,3
3,5,39,21,7,55,2,4
3,8,11,4,2,14,0,1
5,3,47,12,4,25,1,0
3,3,17,11,4,36,2,4
7,0,11,7,4,29,2,0
5,3,45,11,4,33,2,0
4,8,36,23,6,36,2,3
0,1,3,6,3,29,2,5
5,9,34,18,6,33,2,3
0,6,30,14,4,25,1,3
3,8,22,16,6,44,2,3
7,4,31,14,6,36,2,1
2,9,26,10,4,33,2,0
2,9,40,19,4,25,1,0
3,9,38,24,7,40,2,4
0,6,19,12,6,44,2,5
4,2,42,16,6,33,2,3
3,7,2,3,2,18,1,0
3,5,41,16,4,29,2,3
3,4,27,17,6,40,2,4
3,4,27,23,7,51,2,4
4,8,46,24,6,36,2,3
4,9,47,12,4,25,1,2
3,8,28,13,4,25,1,3
4,8,5,3,2,14,0,0
4,8,10,3,2,14,1,0
3,8,8,8,4,33,2,5
0,4,29,10,4,29,2,0
7,1,44,23,7,55,2,4
3,7,1,1,2,11,0,0
3,4,14,9,4,40,2,0
1,1,2,1,2,11,0,0
3,4,7,6,3,18,1,1
5,3,4,1,2,7,0,1
4,0,7,2,2,7,0,1
4,0,21,16,6,33,1,3
4,0,43,22,6,33,2,4
4,0,41,12,4,29,2,0
0,0,41,22,7,51,2,4
0,0,32,21,7,47,2,4
4,5,32,23,6,33,2,4
3,7,32,21,6,36,2,3
0,1,25,18,7,51,2,0
0,1,4,1,2,11,0,0
2,5,4,1,1,3,0,0
5,2,2,1,2,7,0,0
0,2,41,18,6,36,2,3
3,3,22,14,6,51,2,5
4,1,7,7,4,29,2,3
3,8,43,19,6,36,2,4
3,8,14,9,6,40,2,0
3,8,23,12,6,44,2,5
3,8,28,17,7,55,2,5
0,1,22,6,2,14,0,0
0,1,11,6,3,22,1,0
0,1,30,20,7,51,2,5
0,1,9,2,1,7,0,0
0,1,12,9,4,36,2,4
3,7,39,22,6,36,2,4
1,1,5,3,2,14,1,0
1,1,11,6,3,25,1,0
3,8,23,14,6,40,2,3
3,8,31,10,3,22,1,2
3,8,43,22,6,36,2,4
4,9,14,6,2,14,0,1
2,6,24,20,7,55,2,5
7,4,34,24,7,40,2,3
5,9,48,12,4,25,1,3
1,0,3,3,3,18,1,0
