,alpha_kmeans,delta_kmeans,u_width,g_kmeans,r_freq,i_kmeans,z_kmeans,redshift_width
89283,2,3,10,19,14,27,38,10
89284,1,3,8,10,3,11,17,2
89285,6,14,8,14,10,23,34,30
89286,6,14,6,12,7,18,29,21
89287,8,14,13,11,3,11,17,4
89288,9,13,8,16,8,16,24,7
89289,9,13,12,15,6,15,24,4
89290,9,13,7,8,2,10,15,1
89291,8,11,5,4,0,4,8,1
89292,6,10,4,4,1,8,14,0
89293,8,11,10,20,11,19,28,7
89294,11,22,7,14,10,23,37,25
89295,11,19,8,16,13,25,37,22
89296,9,17,5,9,5,19,32,0
89297,9,17,7,11,5,15,24,0
89298,10,16,8,14,11,24,38,0
89299,9,18,8,15,8,20,30,3
89300,9,10,3,2,0,4,9,0
89301,9,14,11,19,9,19,27,6
89302,9,15,3,2,0,3,6,0
89303,10,12,6,8,3,11,18,0
89304,8,12,11,17,7,16,24,6
89305,7,6,10,19,11,18,27,8
89306,6,5,11,12,4,12,19,4
89307,9,19,8,16,7,17,25,7
89308,9,19,13,24,13,23,30,10
89309,15,8,9,17,13,26,36,22
89310,0,8,9,17,13,26,39,0
89311,0,5,6,7,1,8,13,2
89312,10,22,10,23,13,23,30,0
89313,11,23,4,4,1,8,15,0
89314,11,20,6,7,2,10,17,0
89315,9,21,9,15,7,17,26,7
89316,9,20,13,14,5,14,22,4
89317,1,6,10,20,12,21,32,7
89318,1,6,9,17,9,18,26,6
89319,2,6,13,15,5,15,22,5
89320,8,19,9,14,5,14,21,4
89321,7,12,11,16,8,20,30,0
89322,8,14,8,13,4,13,20,3
89323,14,7,9,18,9,19,28,7
89324,13,5,12,17,13,26,38,0
89325,11,15,5,5,0,5,10,1
89326,11,14,9,23,11,20,27,9
89327,2,15,4,4,0,5,10,0
89328,6,15,8,10,3,8,12,0
89329,6,19,8,15,12,23,28,2
89330,9,13,7,10,3,10,15,2
89331,10,13,6,8,2,10,15,1
89332,5,7,9,13,4,13,20,3
89333,7,6,9,15,6,16,24,6
89334,5,5,3,1,0,0,1,0
89335,10,18,3,3,0,7,13,0
89336,10,17,8,15,11,24,33,25
89337,14,11,11,20,10,19,28,6
89338,10,22,10,19,14,28,41,11
89339,15,13,7,12,6,17,27,0
89340,15,2,10,18,7,17,25,5
89341,0,2,10,14,5,14,21,4
89342,8,7,6,8,2,9,15,1
89343,8,7,13,18,9,18,27,6
89344,11,9,11,17,12,25,36,0
89345,8,13,6,10,4,14,23,0
89346,9,15,9,18,9,17,26,7
89347,9,8,8,15,6,14,21,7
89348,13,6,5,7,3,12,19,0
89349,7,15,6,8,2,10,15,0
89350,0,1,4,3,0,4,9,0
89351,9,19,13,14,5,14,21,5
89352,9,19,12,19,9,17,26,7
89353,9,19,9,16,6,16,24,6
89354,8,9,9,12,4,12,18,4
89355,9,16,12,17,9,18,26,7
89356,9,7,6,6,1,7,12,1
89357,5,15,9,19,11,20,28,6
89358,9,18,6,8,3,11,18,1
89359,11,16,9,18,9,18,26,6
89360,14,6,13,13,4,13,19,4
89361,10,13,5,9,4,15,26,14
89362,6,11,9,21,14,28,44,7
89363,8,5,11,21,11,18,27,8
89364,1,8,7,15,10,22,34,16
89365,1,8,6,11,6,18,28,20
89366,1,8,6,9,4,14,23,0
89367,14,11,7,14,10,22,35,25
89368,5,8,5,10,5,16,26,13
89369,11,19,6,11,6,17,27,21
89370,3,11,6,5,0,4,8,0
89371,9,9,4,5,1,7,12,1
89372,8,7,6,7,1,8,14,1
89373,9,7,11,13,5,14,21,4
89374,14,13,11,16,9,21,33,0
89375,6,19,11,16,7,17,25,5
89376,5,5,10,18,9,19,27,5
89377,8,11,11,20,8,16,23,7
89378,10,19,8,16,7,16,24,6
89379,10,18,9,23,12,21,28,8
89380,15,5,9,17,12,23,33,9
89381,14,11,9,22,13,22,31,8
89382,7,1,8,13,8,21,32,0
89383,14,14,12,20,14,23,28,0
89384,0,2,9,15,5,15,22,5
89385,10,14,3,2,0,5,11,0
89386,11,11,9,16,12,24,35,0
89387,11,8,8,17,7,16,24,6
89388,5,10,12,23,13,23,30,0
89389,5,11,7,10,3,11,17,3
89390,2,5,11,19,14,30,43,31
89391,6,24,10,18,10,20,30,8
89392,9,22,5,5,1,9,15,0
89393,14,6,9,19,11,20,30,7
89394,14,6,9,13,4,13,19,3
89395,15,10,9,7,1,7,12,1
89396,15,10,13,17,8,18,25,5
89397,10,13,7,12,6,19,31,5
89398,1,8,8,16,13,26,36,17
89399,1,3,8,14,11,23,35,26
89400,0,3,8,14,10,23,36,0
89401,9,18,11,20,11,20,28,7
89402,9,14,8,9,3,11,18,2
89403,7,15,8,16,7,17,26,7
89404,14,11,11,21,12,22,30,6
89405,1,5,11,17,12,24,37,1
89406,0,5,8,17,12,26,38,12
89407,1,5,7,11,5,15,23,3
89408,0,5,12,14,5,14,22,5
89409,7,7,6,8,2,9,15,1
89410,0,5,9,15,6,16,24,5
89411,4,10,3,1,0,2,6,0
89412,2,2,5,5,0,6,10,0
89413,9,5,5,7,2,10,17,1
89414,8,5,7,9,3,12,18,1
89415,6,12,4,3,0,3,6,0
89416,6,12,9,20,14,27,41,15
89417,1,8,12,16,6,15,22,6
89418,9,18,4,6,2,10,17,1
89419,9,18,7,9,2,9,15,2
89420,0,7,10,16,9,21,32,0
89421,10,17,6,8,2,11,18,0
89422,10,18,8,16,12,25,36,16
89423,10,18,7,13,8,21,32,25
89424,9,17,10,22,12,21,29,9
89425,10,17,10,23,12,21,29,6
89426,6,18,10,20,13,23,31,0
89427,7,20,4,4,0,6,11,1
89428,5,17,5,6,1,7,12,1
89429,10,13,5,7,1,8,14,1
89430,0,10,8,15,7,18,26,7
89431,5,7,11,17,8,18,26,6
89432,9,13,4,8,4,13,20,4
89433,9,13,5,8,3,11,17,2
89434,9,13,5,5,1,6,11,0
89435,9,13,5,7,3,11,18,1
89436,3,12,6,9,3,12,19,0
89437,11,20,4,3,0,5,11,0
89438,11,20,11,15,8,19,30,0
89439,10,16,14,25,14,23,31,10
89440,12,11,8,9,3,11,17,0
89441,0,7,10,18,7,16,24,6
89442,1,9,6,10,4,14,22,0
89443,11,10,12,14,8,20,30,0
89444,14,10,9,17,14,27,36,26
89445,6,14,5,8,3,12,20,0
89446,6,14,8,14,9,21,33,0
89447,6,14,7,14,10,22,33,22
89448,6,14,8,14,9,22,34,31
89449,5,14,9,15,12,25,37,27
89450,9,4,9,13,5,14,21,17
89451,5,8,6,10,4,15,25,0
89452,10,17,10,16,6,14,21,7
89453,6,10,11,18,8,18,26,5
89454,10,10,6,7,2,9,14,1
89455,7,7,9,16,6,16,24,5
89456,1,1,1,0,0,1,4,0
89457,9,10,7,9,3,11,17,1
89458,6,16,7,8,1,7,12,3
89459,5,8,10,12,4,13,19,3
89460,4,7,5,5,1,7,12,0
89461,10,6,6,6,1,7,11,1
89462,2,2,6,7,2,9,16,0
89463,11,12,7,8,2,9,14,1
89464,9,13,9,11,4,12,18,3
89465,9,13,10,10,2,10,15,3
89466,9,13,5,5,0,6,10,1
89467,9,13,6,8,3,10,16,2
89468,9,13,5,5,0,6,11,1
89469,8,14,8,12,4,12,18,4
89470,9,5,11,17,8,17,24,6
89471,5,8,5,5,1,9,16,0
89472,9,7,10,15,5,15,22,4
89473,7,6,10,18,11,20,32,15
89474,15,5,11,22,14,30,40,10
89475,11,15,9,13,6,17,28,0
89476,14,11,9,17,13,24,35,21
89477,14,11,8,15,11,24,41,0
89478,10,8,13,19,11,19,28,6
89479,9,10,4,3,0,4,7,0
89480,10,15,5,8,3,12,20,30
89481,11,14,6,7,2,9,14,1
89482,11,12,8,10,3,10,15,2
89483,9,21,10,18,9,18,27,6
89484,8,7,8,11,4,12,18,3
89485,7,7,11,17,7,17,25,4
89486,11,10,13,15,8,20,30,0
89487,9,17,10,12,4,12,18,4
89488,8,17,11,16,6,15,23,6
89489,9,15,11,19,9,18,26,6
89490,1,10,9,20,13,27,39,8
89491,9,19,14,16,6,16,23,5
89492,9,18,8,15,12,25,38,2
89493,10,9,9,15,8,20,33,0
89494,9,17,6,13,9,21,33,16
89495,10,17,6,10,4,15,24,0
89496,8,18,10,20,10,19,28,6
89497,9,18,11,17,8,17,25,0
89498,4,17,6,10,5,17,26,29
89499,6,7,6,6,1,9,14,0
89500,6,16,9,13,7,16,23,4
89501,8,20,9,17,11,22,32,6
89502,11,17,7,8,2,9,14,1
89503,8,4,9,16,6,16,23,5
89504,2,2,10,13,4,13,21,4
89505,14,5,10,16,6,16,23,6
89506,15,10,11,19,10,19,30,5
89507,6,15,12,17,9,18,26,6
89508,10,13,5,5,1,7,14,0
89509,6,14,6,6,0,2,3,0
89510,6,14,7,15,11,24,36,24
89511,0,7,13,19,9,19,28,5
89512,1,7,9,25,14,22,30,10
89513,1,7,8,10,3,10,15,2
89514,0,7,10,14,5,15,22,4
89515,1,6,8,19,13,24,32,10
89516,9,17,9,16,6,16,23,6
89517,6,11,13,17,8,17,25,5
89518,9,13,5,7,2,9,15,2
89519,8,13,10,18,7,17,25,7
89520,4,12,11,18,9,18,26,0
89521,11,15,7,10,3,12,18,1
89522,11,15,12,26,14,22,31,9
89523,10,4,8,10,3,11,16,2
89524,11,21,8,16,13,27,36,24
89525,11,19,8,17,13,25,37,16
89526,2,15,6,10,4,14,23,0
89527,2,17,7,9,3,10,15,1
89528,9,5,10,14,5,15,22,4
89529,1,2,11,20,14,28,38,12
89530,15,3,10,21,12,20,30,7
89531,15,8,10,21,13,20,28,0
89532,10,8,12,15,6,15,23,5
89533,10,7,6,9,2,10,16,1
89534,8,17,6,9,2,10,15,2
89535,4,7,11,20,11,19,28,7
89536,5,7,11,17,7,17,25,7
89537,10,18,8,16,13,25,36,21
89538,15,10,5,5,0,5,9,1
89539,5,14,11,14,5,14,22,5
89540,2,13,12,21,11,18,25,0
89541,10,18,9,22,13,22,31,7
89542,14,11,12,22,12,22,30,9
89543,9,15,2,0,0,1,4,0
89544,9,15,8,14,10,23,34,31
89545,10,14,4,3,0,5,10,0
89546,8,21,8,11,3,12,18,3
89547,9,21,9,15,6,15,22,5
89548,9,21,12,18,8,17,25,6
89549,10,17,13,21,13,20,28,8
89550,10,17,12,24,12,21,29,13
89551,10,17,12,18,9,19,28,6
89552,10,14,9,18,9,17,24,8
89553,5,5,9,17,7,16,23,5
89554,11,11,8,13,6,19,29,0
89555,11,11,8,9,2,9,14,2
89556,1,10,14,20,11,20,27,25
89557,9,5,12,17,9,19,28,6
89558,6,15,7,14,9,21,31,11
89559,6,13,10,15,5,14,21,0
89560,2,4,10,19,14,26,40,10
89561,0,7,9,15,6,15,23,6
89562,9,19,9,14,5,14,21,4
89563,14,7,7,12,6,19,28,27
89564,13,7,12,20,13,21,29,0
89565,14,7,7,8,2,10,17,0
89566,10,13,5,6,2,9,16,1
89567,5,7,11,23,11,20,28,6
89568,11,14,7,14,10,22,32,9
89569,9,18,7,12,6,18,27,10
89570,4,8,4,3,0,4,8,0
89571,10,18,8,16,13,26,38,24
89572,10,18,9,18,14,27,37,0
89573,10,18,4,7,3,13,23,0
89574,7,1,8,13,7,20,32,0
89575,1,3,10,18,11,20,30,8
89576,1,1,7,7,1,7,12,0
89577,15,1,9,16,12,25,35,5
89578,13,6,5,6,2,11,18,0
89579,10,18,9,23,12,21,30,8
89580,9,10,10,17,8,18,27,5
89581,6,11,10,16,6,15,23,5
89582,5,14,10,22,13,22,31,10
89583,5,14,10,18,9,17,24,7
89584,6,15,12,17,8,18,27,6
89585,9,16,6,10,5,18,28,8
89586,10,14,3,2,0,4,10,0
89587,10,13,5,6,2,11,19,0
89588,8,7,10,19,9,19,28,5
89589,7,7,10,13,4,12,19,5
89590,7,7,9,14,5,14,21,5
89591,8,7,9,19,10,19,27,10
89592,10,11,8,12,3,11,18,4
89593,14,5,10,16,6,15,23,6
89594,14,5,7,11,4,13,21,2
89595,11,18,9,14,10,23,36,0
89596,11,8,8,15,12,25,35,29
89597,9,9,5,6,2,10,16,0
89598,6,16,10,15,6,15,22,5
89599,8,20,5,6,2,10,17,0
89600,9,22,7,8,2,10,15,1
89601,2,5,9,19,14,30,43,20
89602,2,4,9,21,14,32,40,9
89603,2,4,11,20,14,31,41,6
89604,10,17,3,1,0,2,6,0
89605,4,13,7,13,8,20,33,17
89606,5,15,8,16,12,24,38,0
89607,1,1,5,10,5,16,25,11
89608,1,1,7,12,8,20,33,22
89609,6,14,9,12,4,8,9,0
89610,6,15,11,24,14,21,29,0
89611,5,7,13,18,7,16,24,6
89612,5,7,9,13,5,13,19,7
89613,9,17,6,12,6,19,30,26
89614,2,11,7,8,1,7,12,0
89615,2,13,7,12,5,16,26,0
89616,11,8,6,8,3,10,16,0
89617,8,20,9,15,6,16,24,5
89618,9,18,13,23,11,20,27,9
89619,9,18,12,19,10,19,27,7
89620,10,17,8,14,5,14,22,4
89621,7,6,3,3,0,5,10,0
89622,8,6,5,6,1,6,10,1
89623,8,6,13,20,11,19,29,7
89624,6,11,11,22,14,29,38,12
89625,6,11,13,20,11,19,28,7
89626,6,11,13,18,9,18,27,6
89627,6,11,9,16,8,18,27,6
89628,6,11,9,18,13,25,37,11
89629,10,19,10,14,7,19,29,15
89630,1,9,7,11,5,16,26,0
89631,11,20,5,8,3,12,20,0
89632,11,16,4,5,1,9,16,0
89633,9,20,9,18,8,18,25,6
89634,11,13,3,1,0,1,2,0
89635,15,5,9,20,13,24,36,9
89636,14,5,11,17,7,17,26,3
89637,8,14,6,7,2,9,15,2
89638,9,13,12,14,5,14,21,6
89639,7,11,7,9,2,10,15,2
89640,10,7,12,19,10,19,27,6
89641,8,15,10,19,12,20,28,8
89642,9,14,11,17,8,17,24,6
89643,11,12,5,6,1,8,13,1
89644,2,5,11,26,14,23,28,0
89645,1,10,14,22,14,25,31,10
89646,11,14,4,6,2,9,16,1
89647,11,13,4,4,0,5,10,0
89648,8,21,9,12,4,12,19,3
89649,9,21,11,14,5,15,22,4
89650,10,8,8,16,7,17,24,6
89651,5,10,10,18,13,27,34,2
89652,1,6,12,17,9,17,26,7
89653,9,13,6,7,2,8,14,1
89654,9,13,7,8,2,9,14,1
89655,9,13,4,4,0,5,9,1
89656,4,13,4,3,0,3,6,0
89657,9,17,10,20,13,22,31,8
89658,5,17,8,14,9,21,32,0
89659,8,6,9,13,4,13,20,3
89660,8,5,10,15,7,16,23,7
89661,7,22,11,18,10,18,25,0
89662,8,22,7,13,6,23,31,3
89663,1,3,9,17,9,19,27,7
89664,1,3,8,20,14,25,36,10
89665,11,14,8,14,10,21,31,10
89666,0,1,8,10,3,12,19,0
89667,0,1,5,7,3,12,19,0
89668,6,6,8,14,7,17,27,7
89669,8,16,8,17,13,24,37,19
89670,10,18,8,15,12,26,40,0
89671,14,14,9,23,11,19,27,7
89672,15,14,8,15,11,24,35,20
89673,7,11,14,16,7,16,24,6
89674,10,22,12,18,9,19,29,6
89675,5,10,4,4,0,6,10,0
89676,11,12,7,10,4,13,22,0
89677,11,14,5,7,3,11,19,0
89678,8,19,8,11,4,12,19,3
89679,14,11,8,16,12,24,42,18
89680,8,7,9,12,4,13,19,4
89681,9,7,5,5,0,6,10,1
89682,7,7,9,12,4,13,20,3
89683,7,7,9,19,9,17,24,8
89684,8,7,13,18,9,19,27,6
89685,8,7,13,21,10,19,29,7
89686,9,6,5,7,3,11,18,1
89687,6,10,8,17,12,23,32,9
89688,14,13,10,22,12,20,28,6
89689,9,19,10,14,5,14,21,4
89690,9,19,11,16,7,17,25,7
89691,10,19,9,19,11,19,28,8
89692,1,5,7,10,4,14,23,1
89693,1,5,11,23,14,24,30,9
89694,5,9,11,16,12,26,36,29
89695,0,5,12,19,10,18,28,7
89696,6,9,7,11,3,11,17,3
89697,1,8,7,14,9,22,33,25
89698,1,8,8,15,10,23,34,16
89699,1,8,5,7,3,12,19,0
89700,1,3,8,18,13,27,39,16
89701,11,22,5,7,3,12,19,0
89702,5,6,11,19,11,20,28,6
89703,14,6,7,14,8,21,32,12
89704,9,7,10,15,7,17,24,0
89705,10,6,9,19,10,18,26,7
89706,8,6,5,7,2,10,17,1
89707,5,5,8,12,4,12,18,3
89708,6,11,10,20,14,28,43,9
89709,0,12,10,23,14,26,30,0
89710,1,3,10,15,10,24,35,13
89711,7,11,6,7,1,7,12,2
89712,11,7,10,19,10,19,28,7
89713,10,7,6,8,2,10,16,1
89714,12,16,3,2,0,4,9,0
89715,14,13,12,17,11,24,36,0
89716,14,5,9,10,3,11,16,2
89717,11,21,5,9,4,15,26,7
89718,11,19,7,13,9,22,33,26
89719,7,12,12,14,5,13,19,0
89720,9,18,8,15,11,25,36,0
89721,15,7,10,24,13,21,29,8
89722,15,7,9,23,13,23,31,8
89723,9,7,5,7,2,10,17,1
89724,8,7,5,6,1,8,14,1
89725,6,11,10,15,5,13,20,6
89726,0,7,12,21,12,21,28,10
89727,8,21,10,13,4,12,18,3
89728,9,21,9,12,4,13,20,4
89729,9,20,10,17,8,17,25,5
89730,5,11,6,8,2,9,14,1
89731,1,6,10,22,13,22,30,10
89732,1,6,10,18,9,19,28,6
89733,5,14,10,19,10,17,25,8
89734,9,19,5,7,2,10,17,1
89735,11,17,6,6,1,6,11,0
89736,10,14,6,8,2,10,16,1
89737,7,15,4,4,1,8,14,0
89738,14,11,13,18,9,18,25,6
89739,14,11,11,18,9,18,26,6
89740,0,5,9,17,12,24,34,12
89741,1,5,5,5,1,7,12,0
89742,9,13,4,4,0,5,11,0
89743,1,8,7,13,8,22,32,27
89744,1,8,7,12,7,20,31,10
89745,14,11,11,14,8,21,31,0
89746,11,19,7,13,7,18,29,16
89747,9,18,7,13,7,20,30,12
89748,8,19,4,5,1,9,17,0
89749,9,18,4,4,1,8,15,0
89750,14,11,12,26,14,23,31,11
89751,9,8,6,6,1,7,12,1
89752,10,7,11,18,9,18,26,6
89753,10,15,6,11,6,17,28,23
89754,11,14,8,18,14,27,39,23
89755,14,11,7,12,6,18,29,19
89756,8,14,10,15,6,15,22,5
89757,4,8,11,18,7,16,23,6
89758,5,9,11,20,13,23,33,10
89759,6,10,9,19,13,27,35,12
89760,14,6,8,18,8,17,24,6
89761,7,7,10,13,4,13,20,4
89762,14,11,10,13,5,14,21,4
89763,14,14,11,18,10,20,30,7
89764,0,2,9,15,8,17,25,8
89765,9,9,6,7,2,8,14,2
89766,10,9,7,8,2,9,15,1
89767,6,11,8,15,8,18,26,9
89768,6,10,11,18,9,17,25,7
89769,9,8,9,11,4,12,18,3
89770,10,8,9,13,4,13,19,4
89771,8,18,6,11,6,17,27,21
89772,8,19,6,13,9,23,37,0
89773,9,17,10,16,7,15,21,0
89774,0,5,9,18,14,27,39,22
89775,0,5,11,18,9,19,28,7
89776,0,5,12,19,8,17,25,6
89777,9,19,3,0,0,1,2,0
89778,5,9,9,17,12,23,33,13
89779,10,18,12,17,10,18,26,7
89780,11,12,11,19,10,19,28,6
89781,10,18,5,8,2,9,15,2
89782,11,8,7,10,3,11,16,2
89783,5,10,13,20,12,19,29,8
89784,5,10,10,16,10,19,28,7
89785,1,6,9,18,13,24,32,9
89786,2,6,12,14,6,15,22,6
89787,2,5,11,23,14,28,36,5
89788,9,5,13,25,14,24,35,7
89789,14,13,10,18,8,18,26,6
89790,14,10,11,22,14,23,29,0
89791,6,15,9,13,4,13,21,4
89792,10,8,12,18,10,20,32,5
89793,8,18,12,21,12,20,27,9
89794,14,11,12,20,12,21,30,7
89795,1,5,9,17,12,24,36,11
89796,0,5,5,9,3,12,19,2
89797,1,5,9,20,14,28,37,10
89798,14,12,11,16,9,22,33,0
89799,15,5,10,21,14,28,40,10
89800,14,12,10,16,14,24,41,21
89801,10,10,5,8,2,10,16,2
89802,8,17,10,22,13,22,31,9
89803,5,6,12,18,10,20,28,10
89804,9,16,7,14,10,22,35,19
89805,8,14,11,12,4,13,19,3
89806,10,18,8,14,8,20,31,23
89807,1,3,9,16,8,18,29,7
89808,1,3,9,20,12,18,22,0
89809,1,3,11,16,8,18,27,6
89810,1,3,10,20,14,25,37,9
89811,0,2,10,19,11,21,33,2
89812,8,7,5,6,1,6,11,1
89813,9,7,4,4,1,7,12,0
89814,7,7,10,14,5,14,21,4
89815,8,7,10,14,5,14,21,6
89816,6,11,9,19,12,24,38,10
89817,11,16,9,16,12,26,37,16
89818,8,18,9,15,5,15,22,4
89819,8,18,13,23,10,20,27,10
89820,9,18,10,20,12,21,29,9
89821,9,18,10,17,8,18,26,5
89822,9,14,4,3,0,3,7,0
89823,14,11,8,15,7,17,26,7
89824,1,5,9,17,11,23,35,5
89825,1,5,9,16,11,21,29,11
89826,5,7,4,5,1,7,14,1
89827,9,10,6,10,5,16,25,5
89828,7,8,8,12,4,12,18,4
89829,7,8,5,6,1,7,13,1
89830,6,25,3,2,0,3,8,0
89831,0,15,8,17,13,25,36,18
89832,14,11,7,8,1,8,14,0
89833,8,22,13,18,8,17,25,6
89834,14,5,9,22,13,21,29,0
89835,14,5,9,19,12,21,27,9
89836,9,15,7,9,3,10,16,1
89837,7,15,8,14,5,14,21,5
89838,9,19,9,16,8,18,27,7
89839,9,9,8,17,6,14,21,6
89840,0,5,9,18,12,25,37,5
89841,0,5,9,20,14,26,38,10
89842,11,8,8,15,8,18,27,8
89843,11,8,9,15,5,14,21,5
89844,6,9,9,14,9,22,33,0
89845,6,11,12,19,9,18,26,6
89846,9,18,9,13,4,13,19,3
89847,11,18,8,15,11,22,35,22
89848,6,14,8,14,11,24,34,28
89849,5,7,12,18,7,16,23,7
89850,4,7,8,12,6,15,22,0
89851,4,7,6,8,1,9,14,2
89852,5,8,3,2,0,4,10,0
89853,1,3,10,20,13,25,36,9
89854,1,3,12,14,5,15,23,4
89855,10,18,10,19,11,20,29,7
89856,9,7,6,6,1,7,12,1
89857,7,7,11,18,9,17,26,7
89858,8,7,10,17,7,17,24,6
89859,14,13,7,11,6,18,28,28
89860,6,19,11,16,7,16,24,6
89861,11,21,10,18,12,21,29,10
89862,13,5,9,17,13,27,42,6
89863,13,5,8,13,8,21,33,0
89864,13,5,3,2,0,4,10,0
89865,12,16,4,3,0,4,9,0
89866,11,15,8,12,4,12,19,3
89867,1,8,8,16,11,23,40,17
89868,11,10,9,17,9,17,27,8
89869,11,13,3,1,0,3,8,0
89870,9,13,6,7,1,8,13,2
89871,8,14,6,8,2,9,14,2
89872,8,14,8,13,4,13,19,5
89873,10,13,8,14,8,21,31,0
89874,10,12,2,0,0,0,2,0
89875,8,21,8,11,3,11,18,3
89876,6,9,9,14,5,14,21,4
89877,1,10,9,19,12,22,34,9
89878,1,10,9,22,14,23,30,10
89879,9,16,8,15,8,17,26,9
89880,10,14,8,14,6,15,23,5
89881,9,19,12,26,14,23,29,11
89882,0,8,7,13,8,22,32,10
89883,1,5,9,18,14,30,40,21
89884,11,23,7,10,4,14,22,0
89885,1,8,6,13,7,20,30,17
89886,1,8,7,13,7,19,30,16
89887,8,19,10,17,7,16,25,6
89888,9,19,10,17,7,18,27,5
89889,9,18,11,14,5,14,22,5
89890,10,20,9,11,3,11,17,3
89891,4,10,9,15,6,15,23,6
89892,5,10,2,1,0,4,9,0
89893,2,2,4,3,0,5,10,0
89894,2,2,11,12,4,12,19,3
89895,10,13,5,7,2,10,16,1
89896,10,11,6,7,1,8,12,1
89897,1,5,8,20,12,24,37,10
89898,4,7,11,19,9,19,28,6
89899,15,8,11,16,9,20,30,0
89900,10,17,9,20,12,21,29,6
89901,5,9,7,9,3,11,16,2
89902,7,13,2,0,0,0,0,0
89903,10,22,10,19,10,19,27,6
89904,6,14,8,15,11,24,35,13
89905,6,14,8,16,11,24,36,0
89906,2,2,8,13,6,18,29,0
89907,11,11,5,8,3,11,18,1
89908,8,6,6,7,2,9,14,1
89909,0,9,6,9,3,12,20,0
89910,11,9,11,15,9,21,32,0
89911,11,16,7,11,6,17,28,33
89912,14,13,6,9,4,14,22,0
89913,15,13,6,10,4,14,22,0
89914,14,11,13,18,9,18,26,6
89915,0,2,10,16,7,17,26,4
89916,6,10,9,18,13,25,37,10
89917,4,17,8,17,13,25,39,20
89918,8,10,7,13,8,21,32,20
89919,9,8,7,9,2,9,14,2
89920,8,7,6,9,3,10,16,3
89921,8,7,9,16,7,17,25,5
89922,11,20,10,18,12,27,38,3
89923,4,10,3,3,1,8,16,0
89924,1,3,12,21,10,19,28,6
89925,7,19,9,20,11,19,26,9
89926,9,10,5,7,2,9,16,0
89927,8,10,10,16,8,19,28,6
89928,6,15,12,21,11,19,25,11
89929,9,15,3,2,0,7,15,0
89930,5,10,9,19,10,19,29,6
89931,5,11,10,18,9,18,27,6
89932,5,9,6,10,5,15,24,19
89933,2,5,11,19,14,31,43,7
89934,8,11,10,18,8,19,28,6
89935,14,5,9,17,7,17,26,5
89936,1,8,8,16,12,24,34,18
89937,1,8,5,9,4,15,22,5
89938,8,18,8,15,10,22,32,1
89939,5,10,10,20,14,26,34,11
89940,11,8,8,14,5,14,21,6
89941,8,5,4,5,1,8,15,1
89942,8,5,6,6,1,7,12,1
89943,8,5,12,20,12,20,29,6
89944,14,10,8,16,12,25,38,24
89945,0,1,5,7,3,11,19,0
89946,0,1,7,6,0,6,10,0
89947,6,18,13,21,14,22,29,12
89948,9,12,11,15,6,15,22,0
89949,0,8,9,15,11,25,36,0
89950,8,19,8,15,11,25,38,31
89951,7,10,12,19,10,20,30,7
89952,15,10,6,5,0,5,9,1
89953,6,16,10,14,4,13,19,5
89954,8,5,5,5,0,5,9,1
89955,11,6,8,13,7,19,29,0
89956,11,14,5,5,1,8,13,1
89957,11,12,9,13,4,13,20,4
89958,10,19,5,5,1,7,12,1
89959,8,21,10,13,5,14,21,4
89960,9,21,11,12,4,12,19,4
89961,11,8,9,18,10,19,28,6
89962,5,10,5,5,0,6,10,1
89963,1,6,9,18,13,24,34,11
89964,1,6,10,14,5,14,22,4
89965,7,9,5,7,3,13,22,0
89966,7,9,7,12,7,20,30,28
89967,6,16,9,16,7,17,26,5
89968,8,19,9,17,7,16,25,5
89969,9,15,7,10,3,11,18,1
89970,1,5,9,16,7,17,25,5
89971,1,5,9,16,10,21,33,6
89972,0,5,5,7,2,10,16,1
89973,1,5,9,19,13,25,34,9
89974,1,5,7,9,2,10,16,1
89975,3,23,7,9,3,11,17,0
89976,9,14,11,18,9,18,26,7
89977,11,8,3,3,0,5,11,0
89978,0,8,8,18,13,24,38,22
89979,9,9,6,8,3,10,16,1
89980,4,25,7,11,5,16,27,0
89981,1,5,5,8,4,13,22,0
89982,0,5,11,19,13,24,32,11
89983,0,5,6,6,1,7,11,1
89984,0,5,6,8,1,8,13,3
89985,0,5,9,12,4,12,19,3
89986,10,16,9,16,8,18,26,8
89987,11,23,4,4,1,10,17,0
89988,11,23,10,16,7,18,26,0
89989,9,18,6,10,4,15,24,0
89990,9,19,7,13,7,21,32,13
89991,8,19,7,15,10,24,39,15
89992,5,14,8,9,3,10,16,2
89993,8,14,3,1,0,3,7,0
89994,8,13,5,7,2,10,16,1
89995,9,13,3,0,0,0,0,0
89996,9,14,9,17,9,18,26,7
89997,10,18,8,15,7,18,26,5
89998,6,10,8,16,6,16,23,5
89999,9,8,13,19,9,18,26,6
90000,15,3,13,20,11,20,30,7
90001,11,10,8,16,12,26,36,30
90002,0,8,8,9,7,16,26,0
90003,9,16,3,3,0,5,10,0
90004,0,10,8,16,9,19,31,7
90005,15,10,7,8,2,8,13,2
90006,0,10,13,20,13,20,29,8
90007,8,22,8,12,4,12,19,3
90008,14,5,12,17,8,18,27,6
90009,14,5,7,11,5,15,23,1
90010,14,5,9,17,12,23,34,9
90011,10,9,10,24,12,21,29,9
90012,9,10,8,13,6,16,23,8
90013,8,7,12,17,7,17,24,3
90014,0,8,6,9,4,14,23,0
90015,11,14,9,13,4,12,19,5
90016,5,10,13,17,9,19,27,5
