,alpha_freq,delta_width,u_freq,g_freq,r_width,i_freq,z_width,redshift_width
94752,2,5,3,3,3,4,5,6
94753,4,4,2,3,4,4,5,8
94754,4,3,4,4,3,3,4,3
94755,2,6,3,4,4,4,3,4
94756,3,4,0,0,0,0,0,0
94757,0,3,0,0,1,0,1,0
94758,2,4,2,2,3,2,3,3
94759,0,1,3,1,2,1,2,1
94760,3,2,4,3,3,2,3,2
94761,3,7,4,2,3,2,3,0
94762,2,5,2,3,3,2,3,2
94763,3,6,4,3,3,2,3,2
94764,2,5,4,3,3,3,3,2
94765,1,3,4,4,4,4,5,3
94766,0,4,0,1,2,1,3,5
94767,2,6,0,0,1,0,1,0
94768,3,5,0,0,1,0,1,0
94769,2,5,3,4,3,3,3,3
94770,0,1,1,1,2,1,3,0
94771,3,5,3,3,4,4,5,0
94772,4,1,4,4,3,2,3,2
94773,4,1,2,3,3,2,3,3
94774,1,2,1,2,3,4,4,12
94775,1,2,3,3,4,4,5,10
94776,1,2,0,1,2,1,3,5
94777,4,0,1,1,2,2,3,12
94778,3,3,0,0,1,0,1,0
94779,3,3,1,1,1,0,2,0
94780,4,3,0,0,0,0,1,0
94781,1,3,2,4,4,4,4,4
94782,0,2,1,2,3,3,4,6
94783,0,2,1,1,2,1,3,0
94784,2,5,1,2,3,4,4,5
94785,2,5,3,2,3,2,3,0
94786,3,4,2,2,3,4,5,0
94787,0,1,0,0,1,0,1,0
94788,2,4,0,0,0,0,0,0
94789,2,4,1,0,1,0,1,0
94790,2,4,4,2,2,1,3,2
94791,2,5,3,2,2,1,2,1
94792,1,4,4,3,3,2,3,2
94793,1,4,4,4,4,4,4,4
94794,2,5,0,0,2,1,3,10
94795,4,4,0,0,2,1,2,2
94796,2,2,4,3,3,2,3,2
94797,2,6,0,0,0,0,1,0
94798,4,1,3,3,3,2,3,2
94799,0,1,3,4,3,3,4,3
94800,0,5,2,1,2,1,2,1
94801,3,1,3,3,3,3,3,0
94802,4,4,0,0,1,0,1,0
94803,0,1,3,4,4,4,5,1
94804,4,3,2,4,4,3,4,2
94805,4,6,0,0,1,0,2,0
94806,3,6,2,1,2,1,2,1
94807,3,5,3,2,2,1,3,1
94808,1,5,1,1,3,2,4,10
94809,2,4,4,3,3,2,3,3
94810,0,1,3,4,4,4,5,4
94811,3,6,2,2,3,2,3,2
94812,3,6,3,2,2,1,3,2
94813,3,2,0,1,2,1,2,0
94814,4,2,0,0,0,0,1,0
94815,4,0,2,1,2,2,3,0
94816,2,7,4,3,3,2,3,2
94817,2,5,1,1,3,3,4,4
94818,2,5,1,1,3,3,4,0
94819,2,5,1,1,3,2,3,2
94820,0,4,1,1,2,1,2,0
94821,2,6,4,4,4,3,4,3
94822,2,5,2,3,3,2,3,3
94823,2,5,4,4,3,3,3,3
94824,4,6,2,3,3,4,5,9
94825,0,1,3,4,4,4,5,4
94826,2,6,0,0,1,0,2,0
94827,1,5,3,4,3,2,3,3
94828,0,5,0,0,1,0,2,0
94829,2,5,2,3,4,4,5,8
94830,2,5,1,2,3,3,4,6
94831,2,5,1,2,3,3,4,7
94832,2,5,1,2,3,4,5,9
94833,2,5,2,3,4,4,5,10
94834,2,5,4,2,3,2,3,0
94835,0,4,3,4,4,4,4,0
94836,3,6,3,2,3,2,3,2
94837,1,4,2,3,4,4,5,8
94838,0,1,3,4,4,3,4,4
94839,3,5,3,2,2,1,2,0
94840,4,4,4,4,3,2,3,3
94841,4,4,4,4,4,4,4,3
94842,4,1,2,2,3,3,4,0
94843,0,2,1,1,2,1,3,0
94844,4,3,2,1,2,1,2,1
94845,4,3,2,3,3,2,3,3
94846,3,5,4,2,3,2,3,2
94847,3,4,0,0,1,0,2,0
94848,3,4,0,0,1,0,2,0
94849,1,4,4,3,3,2,3,3
94850,2,5,4,3,3,2,3,3
94851,1,4,3,3,4,4,5,4
94852,0,4,0,0,1,0,0,5
94853,0,2,2,3,4,4,5,0
94854,2,5,1,2,3,4,5,7
94855,0,1,4,4,5,4,5,4
94856,0,1,4,3,3,3,4,1
94857,4,4,1,1,3,3,4,7
94858,1,6,2,1,2,1,2,1
94859,2,1,1,1,1,0,2,1
94860,4,1,0,0,1,0,1,0
94861,2,6,4,4,3,3,3,3
94862,1,3,3,4,4,4,4,4
94863,2,5,3,2,3,2,3,0
94864,2,5,1,2,3,3,4,9
94865,2,4,2,2,3,2,3,3
94866,2,4,0,0,1,0,1,0
94867,1,4,1,0,1,0,2,0
94868,1,4,1,1,2,1,2,0
94869,4,3,0,0,1,0,2,0
94870,1,2,1,1,3,3,4,0
94871,1,2,2,2,3,3,4,0
94872,1,4,2,3,4,4,5,10
94873,4,1,4,4,5,4,5,4
94874,0,0,4,4,3,3,3,2
94875,4,3,2,2,3,1,3,3
94876,4,3,2,1,2,1,2,1
94877,4,3,4,3,3,2,3,1
94878,3,4,0,0,1,0,2,0
94879,1,3,3,4,4,4,5,4
94880,0,1,1,1,1,0,1,1
94881,0,1,1,1,1,0,2,0
94882,3,2,1,0,1,0,2,0
94883,2,3,0,0,1,0,2,0
94884,2,5,1,1,3,3,4,8
94885,3,4,1,2,3,4,4,0
94886,2,4,3,2,3,4,4,0
94887,2,4,2,3,3,4,5,0
94888,1,7,2,1,2,1,2,1
94889,0,5,1,1,2,2,3,0
94890,1,4,4,4,3,3,4,0
94891,3,5,0,1,2,2,3,4
94892,2,2,4,2,3,2,3,2
94893,3,5,2,1,1,0,2,1
94894,3,2,2,3,3,2,3,3
94895,0,3,1,1,3,3,4,5
94896,1,3,2,3,4,4,4,5
94897,3,5,4,4,4,4,4,0
94898,2,3,2,4,3,4,4,4
94899,0,3,3,3,3,3,4,3
94900,0,1,1,1,2,1,3,0
94901,2,5,0,0,1,0,2,2
94902,2,5,1,1,2,1,3,0
94903,2,5,1,2,3,4,4,9
94904,2,5,2,3,4,4,5,8
94905,3,4,3,3,4,4,5,0
94906,3,4,4,2,2,1,2,2
94907,4,4,3,2,2,1,2,1
94908,0,1,4,4,3,3,3,2
94909,0,1,3,4,4,4,5,6
94910,2,4,4,4,3,3,3,0
94911,2,4,1,0,1,0,2,0
94912,1,5,4,3,3,3,4,3
94913,2,5,1,1,1,0,2,1
94914,3,5,1,1,2,1,2,1
94915,0,4,4,4,3,2,3,0
94916,4,3,4,3,3,3,4,3
94917,2,6,0,0,1,0,1,0
94918,1,4,2,3,4,4,5,2
94919,0,4,1,2,3,4,4,11
94920,0,4,1,1,3,3,4,6
94921,0,3,2,2,4,4,5,0
94922,3,5,3,4,4,3,4,3
94923,2,5,1,2,3,3,4,0
94924,1,6,4,4,3,3,4,3
94925,1,6,0,0,1,0,1,0
94926,2,1,0,0,1,0,2,1
94927,2,5,2,2,3,2,3,2
94928,2,5,2,3,4,4,6,9
94929,4,2,2,3,4,4,5,7
94930,2,6,4,4,3,3,4,3
94931,4,1,3,4,4,4,5,0
94932,1,6,4,4,3,2,3,2
94933,0,5,0,0,0,0,1,0
94934,4,4,2,3,4,4,5,4
94935,3,3,0,0,1,0,2,0
94936,2,2,2,2,3,2,3,2
94937,3,6,0,0,1,0,2,0
94938,3,6,4,2,3,2,3,3
94939,2,5,1,0,1,0,2,0
94940,2,3,4,3,3,2,3,2
94941,2,3,0,0,1,0,1,0
94942,0,2,1,1,2,1,2,0
94943,0,2,0,0,0,0,1,0
94944,3,5,1,2,3,3,4,3
94945,3,6,3,3,4,3,4,2
94946,1,3,3,4,4,4,5,5
94947,0,1,4,4,4,4,5,5
94948,0,1,3,4,5,4,6,4
94949,1,4,4,3,3,2,3,0
94950,2,5,2,2,3,3,4,9
94951,3,4,3,3,3,2,3,3
94952,3,5,0,0,2,1,2,0
94953,0,1,3,4,4,4,5,8
94954,1,6,4,4,4,4,4,3
94955,0,5,4,3,3,3,4,2
94956,1,6,3,3,3,2,3,2
94957,0,5,1,1,2,1,2,0
94958,0,5,0,0,1,0,1,0
94959,4,3,3,3,3,3,3,3
94960,4,2,1,2,3,3,4,6
94961,0,0,3,3,3,2,3,2
94962,0,0,1,1,1,0,1,1
94963,0,0,4,3,3,3,3,2
94964,2,6,4,3,3,2,3,3
94965,2,6,1,1,1,0,2,0
94966,0,1,0,1,2,1,2,0
94967,0,1,0,0,1,0,2,0
94968,0,1,3,4,3,3,3,0
94969,0,1,2,1,2,1,2,2
94970,1,3,3,2,2,1,2,2
94971,1,4,3,4,4,4,4,4
94972,1,4,3,4,4,4,5,4
94973,1,4,2,4,4,4,4,4
94974,1,4,3,4,4,4,4,4
94975,1,4,4,3,3,2,3,2
94976,3,4,1,0,1,0,1,0
94977,3,4,0,1,2,2,3,4
94978,0,0,0,0,1,0,1,0
94979,3,3,3,2,2,1,3,1
94980,0,1,2,3,4,4,5,5
94981,0,1,1,1,2,2,3,0
94982,4,8,0,0,1,0,2,0
94983,4,8,0,0,2,1,2,0
94984,2,4,3,4,4,4,5,3
94985,0,1,3,3,4,4,4,4
94986,2,5,0,0,1,0,1,0
94987,4,4,4,2,2,1,2,1
94988,4,1,3,3,4,4,5,4
94989,4,1,0,1,2,1,3,0
94990,4,1,1,0,1,0,1,0
94991,4,4,1,2,3,3,4,5
94992,1,4,1,1,2,2,3,0
94993,2,4,0,0,1,0,2,0
94994,2,5,0,0,1,0,2,0
94995,2,4,2,1,1,0,1,1
94996,2,5,1,1,1,0,1,1
94997,2,5,2,2,2,1,2,2
94998,2,6,0,0,1,0,2,0
94999,2,2,4,3,3,2,3,3
95000,4,3,3,1,2,1,2,1
95001,2,1,2,1,3,3,4,0
95002,3,6,4,3,3,2,3,3
95003,3,6,4,3,3,2,3,2
95004,0,4,0,0,0,0,1,0
95005,0,3,0,0,1,0,1,0
95006,0,4,0,0,0,0,0,0
95007,0,2,0,1,2,2,3,5
95008,3,4,1,1,3,3,4,8
95009,3,4,2,2,3,4,4,7
95010,4,3,1,1,2,1,2,0
95011,4,3,1,1,2,1,3,0
95012,1,2,3,2,3,2,4,0
95013,4,4,3,4,4,4,4,3
95014,1,3,2,3,3,3,3,2
95015,0,1,2,4,4,4,5,3
95016,0,1,3,1,2,1,2,1
95017,3,5,4,4,3,3,4,0
95018,0,0,0,0,1,0,1,0
95019,0,1,0,0,1,0,2,0
95020,0,1,0,0,1,0,1,0
95021,0,1,3,3,3,2,3,2
95022,3,2,1,1,1,0,2,0
95023,2,2,4,4,3,2,3,2
95024,3,6,2,2,2,1,3,1
95025,2,2,1,1,1,1,2,0
95026,4,2,3,3,3,2,3,3
95027,0,4,4,3,3,2,3,2
95028,0,4,2,3,3,2,3,2
95029,2,4,2,2,3,2,3,3
95030,4,5,3,4,3,3,3,3
95031,4,5,4,4,4,4,4,3
95032,2,5,3,4,3,3,3,3
95033,0,1,3,2,2,1,3,2
95034,0,1,1,1,2,1,3,0
95035,0,1,3,4,3,3,4,3
95036,0,1,3,3,3,2,3,2
95037,1,3,3,2,2,1,3,2
95038,1,3,2,3,3,2,3,3
95039,1,3,2,2,2,1,2,1
95040,1,4,3,4,3,3,4,3
95041,2,4,2,2,2,1,2,1
95042,1,3,3,4,5,4,6,5
95043,2,5,3,3,3,4,4,11
95044,3,5,2,2,2,1,3,1
95045,3,5,1,1,3,3,4,6
95046,1,5,3,4,3,3,4,3
95047,1,5,3,3,3,3,3,3
95048,2,6,2,3,3,4,4,0
95049,2,5,2,3,4,4,4,12
95050,2,5,1,1,3,3,4,10
95051,2,5,3,2,3,3,4,0
95052,2,4,2,3,4,4,5,14
95053,2,4,0,0,2,1,2,0
95054,4,4,1,1,2,2,3,12
95055,3,6,4,4,4,4,4,4
95056,3,2,1,1,2,1,2,0
95057,0,0,2,2,3,2,3,3
95058,3,2,1,0,1,0,1,1
95059,0,2,3,3,3,2,3,2
95060,1,2,0,0,1,0,2,0
95061,2,4,2,4,4,4,5,5
95062,4,4,1,0,1,0,1,0
95063,4,4,2,2,2,1,3,1
95064,4,4,0,0,1,0,1,0
95065,0,4,4,4,3,3,3,3
95066,3,5,3,4,3,3,4,2
95067,2,5,1,2,3,3,4,7
95068,1,5,3,3,4,4,5,12
95069,0,3,2,1,2,2,3,0
95070,3,1,0,0,1,0,1,0
95071,3,1,0,0,1,0,2,0
95072,4,1,0,0,1,0,2,0
95073,2,6,3,2,2,1,2,2
95074,2,1,0,0,1,1,2,0
95075,2,5,1,2,3,3,4,10
95076,0,1,0,0,2,1,2,0
95077,2,4,2,3,3,4,4,5
95078,2,5,3,4,4,3,4,4
95079,4,1,3,4,4,4,5,11
95080,0,1,4,4,4,3,4,4
95081,2,5,2,1,2,1,2,0
95082,4,3,2,4,3,3,4,3
95083,2,5,0,0,1,0,2,0
95084,1,4,3,3,3,2,3,4
95085,1,4,3,4,4,3,4,4
95086,4,4,3,3,3,3,4,3
95087,1,3,3,4,4,4,5,5
95088,4,1,2,4,4,4,5,5
95089,2,3,3,3,3,3,3,3
95090,1,4,2,1,1,0,2,1
95091,3,5,2,3,3,2,3,2
95092,1,3,2,4,4,4,5,4
95093,1,4,3,4,4,4,4,5
95094,2,6,4,4,3,3,3,3
95095,0,1,3,2,3,2,3,3
95096,4,3,4,4,3,3,3,3
95097,2,5,2,2,3,4,4,4
95098,2,5,0,1,3,2,3,9
95099,4,4,2,3,4,4,5,13
95100,2,6,4,4,4,3,4,4
95101,1,6,1,0,1,0,1,0
95102,2,6,4,2,2,1,3,2
95103,3,6,4,4,3,3,3,3
95104,1,4,4,4,4,4,5,3
95105,0,4,1,1,3,3,4,0
95106,0,4,0,0,2,1,2,0
95107,0,0,4,3,3,3,4,6
95108,3,5,3,4,3,2,3,2
95109,2,6,4,4,3,2,3,3
95110,2,4,0,0,2,1,3,0
95111,2,4,1,2,3,3,4,10
95112,3,3,0,0,1,0,1,0
95113,3,2,1,0,2,1,2,0
95114,0,1,0,0,1,0,2,0
95115,0,1,0,0,1,0,2,1
95116,0,0,1,1,1,0,2,0
95117,3,3,1,1,1,0,2,0
95118,0,1,4,4,4,4,5,4
95119,0,1,4,4,4,4,4,4
95120,3,4,2,2,3,4,4,6
95121,4,3,0,0,2,1,2,0
95122,1,4,1,1,3,3,4,12
95123,4,4,4,4,3,3,4,2
95124,4,1,1,2,3,3,4,0
95125,2,3,4,2,2,1,2,2
95126,2,4,1,1,2,1,3,1
95127,4,3,4,3,3,2,3,2
95128,2,6,4,4,4,3,4,3
95129,2,5,0,1,2,1,3,13
95130,3,5,1,2,3,3,4,8
95131,4,4,3,4,3,3,3,4
95132,3,5,3,4,3,3,4,3
95133,4,3,2,4,3,2,3,0
95134,4,2,2,2,3,4,4,8
95135,0,0,4,3,3,1,3,3
95136,2,5,3,3,4,4,5,11
95137,0,2,2,1,2,1,2,1
95138,0,2,4,4,3,2,3,3
95139,2,4,3,4,4,4,4,3
95140,2,4,3,3,3,3,3,3
95141,4,5,2,1,2,1,2,0
95142,2,5,0,0,1,0,2,0
95143,2,5,1,1,3,2,4,8
95144,4,4,2,3,4,4,4,9
95145,1,3,3,4,4,4,5,5
95146,4,3,4,2,3,3,6,7
95147,4,2,3,4,4,4,5,14
95148,4,2,2,2,3,4,5,11
95149,0,1,4,4,4,4,5,4
95150,0,1,2,2,2,1,3,2
95151,3,3,0,0,1,0,1,0
95152,3,4,3,4,4,4,4,5
95153,4,3,4,2,5,1,6,0
95154,1,2,0,1,2,1,3,5
95155,1,2,1,1,2,2,3,0
95156,3,6,4,2,2,1,2,1
95157,2,4,0,0,0,0,0,0
95158,2,4,3,1,2,1,2,1
95159,1,4,3,2,2,1,2,1
95160,3,5,0,0,1,0,1,0
95161,3,5,1,1,1,1,2,0
95162,1,4,0,0,0,0,0,0
95163,3,1,3,2,3,2,3,2
95164,4,5,0,0,1,0,1,0
95165,3,5,0,0,0,0,1,0
95166,2,1,3,3,3,2,3,2
95167,0,4,1,2,3,4,4,6
95168,2,5,1,2,3,4,4,6
95169,2,5,2,2,3,4,4,0
95170,2,4,3,3,3,2,3,3
95171,2,4,0,0,1,0,2,0
95172,2,4,1,1,2,1,2,0
95173,2,4,1,1,1,0,2,0
95174,2,4,1,1,1,0,2,0
95175,1,4,0,0,1,1,2,0
95176,1,4,1,1,2,2,3,13
95177,0,0,2,4,4,2,2,0
95178,2,5,1,2,3,3,4,11
95179,2,5,1,1,3,3,4,10
95180,2,5,2,2,3,4,5,3
95181,1,6,0,0,1,0,1,0
95182,0,4,1,1,2,1,2,0
95183,0,7,1,1,2,2,3,0
95184,0,3,2,3,4,4,5,0
95185,3,4,4,2,2,1,3,1
95186,0,1,4,4,4,4,6,2
95187,2,5,2,3,4,4,4,5
95188,2,5,1,2,3,4,4,7
95189,0,4,1,0,1,1,2,0
95190,1,3,2,4,4,4,4,3
95191,3,6,4,3,3,2,3,2
95192,4,2,0,0,1,0,1,0
95193,4,2,3,2,3,3,4,0
95194,2,5,2,3,4,4,4,10
95195,2,5,1,2,3,3,4,9
95196,3,6,0,0,1,1,2,0
95197,2,6,0,0,1,0,1,0
95198,1,5,2,3,3,3,3,4
95199,4,1,0,0,1,0,1,0
95200,4,1,1,0,1,0,2,0
95201,0,5,0,0,1,0,1,0
95202,2,1,3,2,2,1,3,2
95203,2,1,4,3,3,2,3,2
95204,2,5,3,3,3,4,4,1
95205,2,5,1,1,3,2,3,10
95206,2,5,1,2,3,4,4,5
95207,2,5,3,2,3,4,4,0
95208,2,5,1,2,3,3,4,7
95209,0,1,4,3,3,2,3,2
95210,0,1,3,4,3,3,4,2
95211,3,5,0,0,1,0,1,0
95212,3,4,3,3,3,2,3,2
95213,1,4,4,4,3,3,3,3
95214,2,2,3,3,3,2,3,2
95215,0,1,3,3,4,4,5,4
95216,0,1,4,2,3,2,3,2
95217,3,5,0,0,2,1,3,0
95218,1,4,3,4,3,2,3,2
95219,3,3,0,0,1,0,1,0
95220,3,3,0,0,0,0,0,0
95221,0,1,2,4,4,4,4,5
95222,3,5,2,2,3,3,4,8
95223,4,4,0,0,1,1,2,4
95224,4,5,2,3,3,2,3,3
95225,1,7,0,0,1,0,1,0
95226,3,1,0,0,2,1,2,0
95227,2,5,0,0,1,0,2,0
95228,4,4,4,4,4,4,4,0
95229,4,4,3,4,3,3,4,2
95230,3,2,1,1,2,3,4,14
95231,3,2,2,1,2,2,3,0
95232,4,3,3,4,4,3,4,3
95233,4,3,4,3,3,2,3,3
95234,3,5,2,1,3,2,5,0
95235,0,3,1,2,3,4,4,12
95236,3,6,4,2,2,1,3,1
95237,4,3,3,3,4,4,6,12
95238,3,5,1,2,3,4,4,10
95239,4,4,4,4,3,3,4,0
95240,0,3,1,2,3,2,3,2
95241,4,4,1,2,3,4,4,6
95242,3,5,4,1,2,1,2,2
95243,3,5,0,0,1,0,1,0
95244,3,5,0,0,0,0,0,0
95245,4,4,0,0,1,0,1,0
95246,0,0,2,1,2,1,2,1
95247,2,5,1,3,2,1,3,2
95248,0,1,2,3,4,4,4,11
95249,4,3,3,3,4,4,5,0
95250,2,2,3,2,2,2,3,1
95251,2,4,0,0,0,0,0,0
95252,2,4,0,0,1,0,1,0
95253,2,5,0,0,0,0,0,0
95254,2,6,3,3,3,3,4,1
95255,2,5,0,0,0,0,0,0
95256,3,6,0,0,1,0,2,0
95257,0,4,2,3,4,4,5,6
95258,0,1,2,1,2,1,2,1
95259,4,2,2,3,4,4,6,6
95260,4,4,1,2,3,3,4,9
95261,2,3,0,0,1,0,1,0
95262,4,3,4,4,3,3,3,2
95263,3,6,4,4,4,3,5,0
95264,0,4,2,3,3,2,3,3
95265,0,4,4,4,3,3,4,2
95266,4,2,0,0,1,1,2,0
95267,3,3,0,0,1,0,2,0
95268,3,3,0,0,1,0,2,0
95269,0,1,2,3,3,2,3,2
95270,0,1,3,3,4,4,5,0
95271,0,1,4,4,5,4,5,6
95272,0,1,3,4,4,4,4,6
95273,3,1,1,1,1,0,2,1
95274,2,1,0,0,1,0,1,0
95275,3,1,0,0,1,1,2,0
95276,4,3,3,4,3,3,4,3
95277,4,4,1,1,1,0,2,1
95278,3,2,3,1,2,1,2,1
95279,2,1,4,4,3,3,3,3
95280,2,5,1,2,3,3,4,6
95281,2,4,2,2,3,4,4,3
95282,3,4,1,1,3,3,4,12
95283,3,5,2,4,3,2,3,3
95284,3,2,2,1,3,3,3,0
95285,3,2,1,1,3,2,4,6
95286,3,2,2,1,1,0,2,0
95287,3,4,4,3,3,3,3,2
95288,4,4,3,2,3,2,3,2
95289,2,4,1,1,2,1,3,0
95290,2,4,2,3,3,4,5,6
95291,2,5,3,3,3,4,4,1
95292,4,4,1,2,3,3,4,11
95293,4,2,1,2,3,4,4,11
95294,3,5,0,0,1,0,2,0
95295,4,4,3,4,3,3,3,2
95296,3,6,4,3,3,2,3,3
95297,4,3,3,4,4,3,4,3
95298,2,6,0,0,1,1,2,0
95299,4,1,2,4,4,4,4,6
95300,0,1,4,4,3,3,3,3
95301,2,5,1,1,3,2,4,8
95302,0,1,0,1,1,1,2,0
95303,0,1,3,2,2,1,3,2
95304,0,1,3,2,2,1,3,2
95305,2,5,3,4,4,4,4,3
95306,3,2,3,3,4,4,5,13
95307,0,3,2,3,4,4,4,5
95308,4,4,4,2,3,2,3,2
95309,0,1,3,3,3,2,3,2
95310,0,2,0,0,0,0,1,0
95311,2,4,0,0,1,0,1,0
95312,3,5,2,2,3,3,4,0
95313,2,6,3,2,2,1,2,3
95314,2,6,3,2,2,1,3,2
95315,1,6,1,0,1,0,1,0
95316,1,6,4,3,3,2,3,2
95317,1,6,4,2,3,1,3,2
95318,1,5,1,0,1,0,1,0
95319,0,1,0,0,0,0,1,0
95320,0,1,1,1,1,0,2,0
95321,0,0,3,2,2,1,2,2
95322,0,1,4,4,4,4,6,4
95323,0,1,4,3,3,2,3,0
95324,0,2,4,4,4,4,4,3
95325,0,2,1,0,1,0,1,0
95326,2,4,3,2,2,1,3,2
95327,2,4,1,0,1,0,2,0
95328,2,4,0,0,1,0,2,0
95329,1,2,1,1,2,1,3,0
95330,1,2,2,1,2,0,2,0
95331,1,2,0,0,1,0,1,0
95332,4,2,2,3,4,4,5,10
95333,0,4,3,3,3,2,3,2
95334,4,3,2,3,3,3,4,4
95335,0,1,3,2,2,1,2,2
95336,4,4,0,1,2,2,3,5
95337,4,4,2,2,3,3,4,14
95338,1,3,3,4,4,4,5,4
95339,2,5,0,1,2,1,2,0
95340,0,1,3,4,4,3,3,4
95341,3,6,3,3,3,2,3,3
95342,3,6,3,4,3,3,3,3
95343,2,4,1,1,1,0,2,0
95344,2,4,4,4,3,3,3,2
95345,2,4,3,2,2,1,3,2
95346,2,5,1,1,3,3,4,3
95347,2,5,1,1,3,2,4,0
95348,2,5,2,2,3,4,5,4
95349,1,4,2,3,4,4,5,8
95350,1,4,1,1,2,1,2,0
95351,1,4,1,2,3,3,4,4
95352,4,3,0,1,2,1,3,5
95353,4,3,3,3,3,2,3,3
95354,4,2,0,1,2,1,2,12
95355,4,2,2,2,3,4,4,4
95356,2,5,2,3,4,4,5,6
95357,2,5,2,2,3,3,4,1
95358,2,1,4,3,3,3,3,2
95359,2,5,1,1,3,3,4,5
95360,2,4,4,4,4,4,5,3
95361,4,4,3,3,4,4,5,0
95362,0,1,3,4,4,4,5,4
95363,4,1,2,4,4,4,5,3
95364,0,5,0,0,1,0,2,0
95365,1,7,1,0,1,0,1,0
95366,4,3,3,3,3,3,4,3
95367,2,7,3,3,3,2,3,1
95368,1,7,1,1,1,0,2,0
95369,4,2,3,3,4,4,5,0
95370,0,1,4,4,5,4,6,5
95371,0,1,2,4,4,4,5,4
95372,0,1,3,4,4,4,5,4
95373,1,3,4,4,4,3,4,3
95374,1,3,2,3,3,4,4,7
95375,1,4,3,3,4,4,4,3
95376,3,6,3,3,3,2,3,2
95377,1,3,4,4,4,4,5,1
95378,0,3,4,4,3,1,2,0
95379,0,3,4,3,3,1,2,0
95380,0,2,1,2,3,3,4,5
95381,0,2,1,1,3,2,3,8
95382,2,4,1,2,3,4,4,6
95383,2,4,1,1,2,2,3,0
95384,0,1,1,1,2,2,3,1
95385,0,1,3,2,3,2,3,0
95386,1,3,1,3,4,4,4,4
95387,1,4,4,3,3,2,3,2
95388,3,5,4,4,3,2,3,2
95389,3,4,0,0,1,0,1,0
95390,2,2,2,2,2,1,3,2
95391,4,8,0,0,0,0,1,0
95392,4,8,1,1,2,1,3,0
95393,1,3,3,4,4,4,5,5
95394,0,1,2,2,3,2,3,2
95395,0,1,0,0,1,0,1,0
95396,0,1,2,2,2,1,3,1
95397,2,5,1,1,2,2,3,0
95398,2,5,2,2,3,4,5,0
95399,4,7,0,0,0,0,1,0
95400,0,4,2,2,3,4,4,4
95401,4,3,1,3,3,2,3,3
95402,1,3,4,3,3,4,4,8
95403,0,2,0,0,1,0,2,0
95404,4,3,4,4,3,3,4,3
95405,0,4,2,3,3,2,3,3
95406,1,3,1,4,5,4,6,0
95407,1,3,2,4,4,4,4,4
95408,1,3,3,4,4,4,5,5
95409,4,3,4,3,3,3,3,0
95410,0,1,3,4,4,4,4,4
95411,0,1,4,4,4,3,4,4
95412,0,1,3,3,4,4,4,4
95413,2,2,0,0,2,1,2,0
95414,2,2,2,3,4,4,5,0
95415,0,1,4,4,4,4,4,4
95416,4,1,1,1,3,4,4,0
95417,4,1,2,3,4,4,5,11
95418,1,5,2,2,3,3,4,11
95419,2,5,2,1,2,1,2,1
95420,1,4,4,4,4,3,3,0
95421,3,6,3,4,3,2,3,3
95422,4,2,3,3,3,3,3,2
95423,3,1,2,1,1,0,2,0
95424,2,5,1,0,1,0,1,1
95425,2,5,1,1,2,1,2,1
95426,1,4,4,4,4,4,4,2
95427,1,2,1,0,1,0,2,0
95428,3,4,2,3,3,4,4,1
95429,4,2,0,1,2,1,3,0
95430,3,5,3,3,3,2,3,3
95431,1,4,4,4,4,4,4,0
95432,1,4,2,3,4,4,5,5
95433,1,4,3,4,4,4,5,4
95434,3,5,0,0,0,0,0,0
95435,2,6,3,4,3,3,3,2
95436,0,2,0,0,2,2,3,0
95437,0,2,3,3,4,4,4,10
95438,0,1,3,2,2,2,3,1
95439,0,1,2,3,4,4,4,4
95440,0,1,1,1,1,0,2,1
95441,0,1,2,1,2,1,2,1
95442,0,1,1,1,2,1,3,1
95443,0,1,3,4,3,3,4,2
95444,1,4,4,3,3,2,3,3
95445,1,4,4,4,4,4,4,3
95446,3,4,0,0,1,0,2,0
95447,0,0,1,1,1,0,2,0
95448,3,3,3,2,2,1,3,2
95449,3,7,1,0,1,0,2,0
95450,3,1,2,1,2,1,2,1
95451,0,4,1,1,2,2,3,0
95452,2,6,3,4,4,3,3,4
95453,4,4,2,2,2,1,3,1
95454,4,1,2,3,4,4,5,8
95455,1,4,4,4,4,3,4,3
95456,4,3,4,3,3,2,3,2
95457,4,3,1,1,1,0,1,1
95458,3,2,1,1,2,1,2,0
95459,3,2,3,3,3,4,4,4
95460,3,2,2,1,2,2,3,0
95461,2,4,4,4,4,4,4,4
95462,0,4,0,0,0,0,1,0
95463,0,3,3,4,4,4,4,3
95464,2,2,0,1,2,1,3,6
95465,1,4,0,0,0,0,1,0
95466,0,1,3,4,3,3,4,2
95467,0,1,3,4,4,3,4,3
95468,4,4,0,1,2,1,3,10
95469,4,4,4,4,4,4,4,0
95470,2,4,2,3,3,4,4,3
95471,2,4,2,2,3,4,5,13
95472,2,4,0,0,1,1,2,0
95473,0,1,2,3,3,2,3,3
95474,0,1,2,4,4,4,4,4
95475,0,1,3,4,4,4,4,4
95476,2,6,4,4,3,3,3,2
95477,2,5,4,4,4,4,4,8
95478,1,3,4,4,4,4,4,4
95479,2,4,1,2,3,4,4,10
95480,2,4,2,2,3,3,4,0
95481,4,3,4,4,3,3,4,3
95482,0,1,0,0,1,0,1,0
95483,0,0,2,1,2,1,2,1
95484,2,5,2,2,3,4,4,1
95485,1,5,3,4,4,3,4,3
