,alpha_kmeans,delta_kmeans,u_kmeans,g_kmeans,r_kmeans,i_kmeans,z_kmeans,redshift_kmeans
79814,3,5,5,6,8,7,7,0
79815,4,6,5,7,9,9,8,11
79816,4,6,4,6,8,8,7,4
79817,6,5,8,11,14,13,11,7
79818,3,1,5,8,10,11,9,0
79819,3,7,13,12,10,7,6,4
79820,3,8,4,4,6,5,4,0
79821,5,7,7,11,14,13,10,9
79822,5,7,3,4,5,5,4,0
79823,5,7,5,7,8,8,7,0
79824,5,7,3,6,8,8,6,5
79825,3,7,11,10,9,7,6,2
79826,4,8,6,9,13,13,10,10
79827,5,8,8,12,15,13,12,5
79828,5,8,7,10,13,12,10,8
79829,0,2,8,13,13,10,8,3
79830,0,2,8,7,6,4,3,2
79831,0,4,8,11,14,14,11,10
79832,0,4,10,14,13,10,8,3
79833,0,4,12,14,13,9,7,4
79834,3,5,9,13,17,14,11,4
79835,5,5,9,8,7,5,4,2
79836,6,1,14,15,14,10,8,5
79837,8,0,5,7,9,8,7,4
79838,8,0,9,9,11,10,9,0
79839,0,3,12,12,11,9,7,3
79840,9,4,9,10,9,7,5,2
79841,4,4,5,6,5,3,2,2
79842,0,1,3,2,3,2,2,0
79843,0,1,7,6,5,2,1,0
79844,1,1,8,10,12,12,10,0
79845,0,1,8,7,6,5,3,0
79846,0,1,3,4,5,5,4,0
79847,2,5,5,5,5,4,3,1
79848,2,4,6,5,4,3,2,1
79849,2,3,14,12,11,8,7,3
79850,3,5,3,3,3,2,2,1
79851,2,3,15,14,11,8,6,3
79852,3,4,12,14,15,12,9,5
79853,9,2,3,4,4,4,3,0
79854,9,2,4,6,9,8,7,3
79855,4,2,2,3,4,4,3,0
79856,3,7,12,10,9,7,6,3
79857,4,8,6,10,10,7,6,4
79858,4,8,5,5,5,4,3,0
79859,5,7,4,6,7,6,5,0
79860,5,7,8,9,11,10,9,1
79861,5,7,0,1,1,1,1,0
79862,9,3,7,8,7,6,4,2
79863,6,4,10,15,14,10,8,4
79864,2,5,9,16,13,10,7,4
79865,5,6,3,3,3,3,2,0
79866,9,4,5,4,4,3,2,1
79867,0,4,2,2,2,1,1,0
79868,0,4,8,8,11,11,9,0
79869,5,5,10,11,10,8,6,3
79870,5,5,14,15,14,11,8,3
79871,5,6,14,14,13,10,7,4
79872,5,1,8,11,14,14,11,10
79873,5,1,4,5,7,6,5,0
79874,7,8,11,11,11,9,7,0
79875,7,4,9,12,15,15,11,0
79876,7,4,10,11,12,10,8,4
79877,5,6,12,13,15,15,12,11
79878,5,1,7,5,7,6,5,0
79879,5,4,6,9,12,13,10,0
79880,0,0,13,11,9,7,6,2
79881,0,0,14,13,12,9,7,4
79882,0,0,9,10,8,7,5,2
79883,0,0,14,9,8,6,5,2
79884,6,8,1,2,3,3,3,6
79885,6,7,9,15,15,12,9,3
79886,0,1,13,14,13,9,7,4
79887,0,1,10,15,15,12,9,4
79888,6,2,9,12,13,10,9,4
79889,5,2,4,3,2,2,1,1
79890,5,6,6,9,11,11,10,6
79891,3,7,5,8,10,10,10,7
79892,6,8,4,4,5,4,3,0
79893,0,1,9,14,15,14,10,4
79894,2,9,2,1,2,2,1,0
79895,2,9,0,0,0,0,0,0
79896,5,8,5,7,9,8,7,11
79897,2,2,10,9,8,6,4,0
79898,5,5,10,12,10,8,7,3
79899,5,5,11,16,15,12,9,4
79900,9,4,7,7,7,6,5,1
79901,0,4,13,7,6,5,4,2
79902,0,4,10,11,11,9,7,3
79903,9,4,13,15,12,9,8,3
79904,5,1,14,13,12,9,7,3
79905,5,1,7,8,8,7,5,1
79906,7,1,15,13,13,11,9,4
79907,0,2,2,2,2,2,2,0
79908,1,2,6,7,8,8,7,0
79909,4,5,13,11,10,8,6,2
79910,5,5,13,15,14,10,8,4
79911,4,2,1,1,2,1,1,0
79912,5,7,5,6,8,7,7,0
79913,0,4,14,14,14,11,8,3
79914,9,4,10,13,12,8,7,3
79915,2,4,3,4,4,4,3,0
79916,2,4,6,7,8,7,6,0
79917,4,4,13,10,9,7,6,2
79918,7,4,3,5,5,4,3,1
79919,6,1,4,4,6,6,5,0
79920,5,2,7,9,11,11,9,0
79921,6,4,5,5,5,3,3,1
79922,9,4,12,13,12,9,8,3
79923,3,8,1,2,3,2,2,0
79924,3,8,6,8,11,10,9,9
79925,0,0,15,14,12,9,7,4
79926,0,0,12,16,15,12,10,3
79927,2,9,3,3,4,3,3,0
79928,7,2,3,6,7,7,6,8
79929,5,5,5,5,5,4,3,1
79930,5,5,2,3,4,4,3,0
79931,4,5,10,12,11,9,7,3
79932,5,8,6,8,10,10,9,0
79933,9,4,13,14,15,11,8,0
79934,2,4,11,10,10,8,6,0
79935,2,4,7,6,4,3,2,1
79936,3,5,2,3,3,2,2,1
79937,9,5,9,10,10,7,6,0
79938,5,5,14,14,13,11,8,3
79939,9,4,9,6,6,4,3,1
79940,8,0,6,7,8,6,5,0
79941,9,3,7,10,13,13,10,9
79942,0,4,7,8,8,6,5,2
79943,9,4,15,9,8,6,4,2
79944,0,4,13,9,8,6,5,2
79945,3,5,5,8,10,10,9,7
79946,3,5,4,6,8,7,6,0
79947,4,6,7,10,13,12,10,4
79948,2,5,8,7,6,4,3,0
79949,6,5,12,15,15,12,9,0
79950,0,1,7,15,17,15,13,5
79951,1,5,1,0,1,1,1,0
79952,2,7,10,8,7,5,4,2
79953,1,4,1,1,1,1,0,0
79954,4,2,3,4,7,6,6,0
79955,5,2,5,3,3,2,1,0
79956,9,3,11,11,11,9,7,0
79957,0,1,13,12,12,10,8,2
79958,3,8,10,13,14,12,10,0
79959,5,1,4,5,6,5,4,0
79960,7,1,5,8,10,9,8,9
79961,5,7,7,9,10,8,7,1
79962,4,4,3,4,5,4,4,0
79963,4,3,12,13,16,14,11,7
79964,4,4,15,11,10,8,6,3
79965,4,8,15,15,16,12,9,4
79966,4,8,13,14,12,9,8,3
79967,7,5,10,12,15,15,12,6
79968,9,5,3,3,4,3,3,0
79969,6,8,5,7,8,8,7,0
79970,0,0,5,6,6,5,4,1
79971,7,4,10,11,13,10,8,4
79972,9,1,11,11,11,7,5,0
79973,7,0,3,3,2,2,1,0
79974,9,3,7,9,11,11,9,0
79975,0,4,11,11,10,8,7,2
79976,5,2,4,3,3,2,2,1
79977,2,8,7,8,7,5,4,2
79978,2,7,11,13,13,10,8,4
79979,4,8,8,10,13,13,12,11
79980,4,8,8,11,14,13,11,9
79981,2,3,11,13,11,8,7,3
79982,2,4,11,17,16,12,9,5
79983,9,3,5,5,5,4,3,1
79984,6,5,13,14,14,11,9,0
79985,5,3,4,5,7,6,5,0
79986,0,2,4,7,9,8,7,7
79987,7,6,8,10,10,8,7,3
79988,2,6,4,4,4,3,2,1
79989,2,6,3,4,5,4,3,1
79990,2,6,12,9,8,6,5,2
79991,6,2,5,6,8,7,7,0
79992,5,5,10,11,11,8,7,4
79993,4,5,3,3,4,3,2,1
79994,5,5,6,6,5,4,3,1
79995,4,5,14,13,12,9,7,4
79996,9,5,7,12,15,14,12,0
79997,0,1,14,12,14,12,12,5
79998,6,1,9,13,13,9,7,4
79999,6,1,8,10,14,13,10,0
80000,1,1,6,8,10,9,8,0
80001,1,1,6,7,8,8,7,0
80002,3,3,8,11,9,7,6,3
80003,3,5,3,4,5,4,3,1
80004,3,5,7,6,5,4,3,1
80005,6,7,9,12,12,10,8,4
80006,6,5,8,12,14,14,12,6
80007,1,4,12,14,11,8,6,0
80008,9,4,11,12,11,9,7,3
80009,9,4,13,9,10,8,8,4
80010,9,1,6,9,12,11,9,8
80011,9,1,10,13,16,15,12,5
80012,0,1,7,6,6,4,3,0
80013,8,3,10,9,10,9,8,0
80014,0,3,12,12,13,9,8,0
80015,0,2,8,16,15,11,9,4
80016,8,2,14,14,13,9,8,4
80017,8,2,12,12,13,10,7,4
80018,8,1,0,0,0,0,0,0
80019,2,3,4,4,4,3,2,1
80020,2,4,4,4,4,3,3,1
80021,3,4,3,2,1,1,0,1
80022,3,5,3,3,3,2,1,1
80023,4,6,8,11,11,9,7,4
80024,7,3,3,6,7,7,6,6
80025,9,1,9,11,10,6,4,0
80026,1,1,8,6,6,4,3,0
80027,2,4,10,10,9,7,6,2
80028,2,4,10,11,11,8,7,3
80029,3,9,6,6,6,5,3,1
80030,9,2,4,7,9,9,8,6
80031,5,7,9,10,9,7,6,3
80032,5,7,13,15,12,9,7,4
80033,5,2,8,12,11,8,6,3
80034,5,2,9,13,12,9,7,4
80035,5,6,6,10,14,12,10,4
80036,7,1,5,6,8,7,6,0
80037,9,5,8,11,15,14,11,6
80038,4,1,9,10,12,11,9,1
80039,6,8,3,3,3,2,1,1
80040,6,8,4,5,5,4,3,1
80041,7,5,12,14,13,10,7,3
80042,2,4,4,4,5,4,3,1
80043,0,4,12,16,15,11,9,5
80044,5,2,3,2,2,1,1,1
80045,3,5,7,6,5,2,1,0
80046,4,6,6,8,10,9,8,1
80047,2,4,3,3,3,3,2,0
80048,2,4,2,1,1,0,0,0
80049,4,5,12,17,15,12,9,4
80050,4,5,9,10,9,7,5,2
80051,5,5,13,9,8,6,5,2
80052,2,1,4,17,6,5,4,1
80053,8,3,12,17,16,12,9,4
80054,9,1,5,6,8,7,6,0
80055,3,1,6,5,5,4,3,1
80056,6,4,7,10,12,12,11,11
80057,3,5,9,15,17,15,12,5
80058,3,4,12,17,15,12,9,4
80059,7,4,5,5,4,3,2,1
80060,7,6,11,15,13,9,7,4
80061,7,5,11,16,15,12,9,4
80062,5,5,14,11,10,8,6,3
80063,6,4,5,5,4,3,2,1
80064,0,5,2,4,5,5,4,3
80065,8,3,9,16,16,12,9,5
80066,5,2,3,4,5,4,3,0
80067,4,6,2,3,3,3,2,0
80068,6,5,13,16,17,9,5,0
80069,9,3,1,2,3,2,2,0
80070,7,6,10,9,12,8,12,0
80071,6,2,7,9,12,12,10,10
80072,2,8,7,6,5,4,3,1
80073,2,7,10,13,11,9,7,3
80074,9,2,4,5,7,6,5,0
80075,7,1,12,15,9,8,10,2
80076,9,1,9,12,15,14,11,7
80077,9,1,13,14,16,15,11,5
80078,9,1,8,11,12,10,9,2
80079,0,1,9,13,16,14,12,5
80080,0,1,13,14,13,10,8,4
80081,4,5,5,5,4,3,2,1
80082,3,8,4,6,9,10,9,0
80083,2,4,6,6,7,6,5,0
80084,3,3,13,13,12,9,7,4
80085,7,2,5,4,4,3,2,1
80086,5,4,6,8,11,11,10,0
80087,9,1,8,7,7,5,4,0
80088,4,8,3,4,5,4,3,0
80089,3,5,5,8,10,9,8,10
80090,3,5,2,3,5,4,4,0
80091,4,6,7,12,15,15,11,9
80092,7,5,10,12,15,15,12,1
80093,3,3,12,14,14,7,3,0
80094,3,7,7,8,7,6,4,3
80095,3,8,10,12,12,9,7,3
80096,4,7,6,8,10,10,9,0
80097,5,7,6,9,11,11,10,5
80098,5,7,1,1,1,1,1,0
80099,5,7,7,10,14,13,11,8
80100,5,7,5,8,9,9,7,2
80101,9,4,8,9,9,7,5,3
80102,9,4,3,3,3,2,1,0
80103,9,4,2,2,2,1,1,1
80104,6,7,12,14,13,9,7,4
80105,7,8,11,17,15,12,9,4
80106,0,2,7,11,14,13,11,6
80107,2,9,2,1,2,1,1,0
80108,4,5,1,1,2,2,1,0
80109,4,5,6,5,4,3,2,1
80110,4,5,6,5,5,4,3,1
80111,3,5,9,12,10,8,6,3
80112,6,7,7,9,11,11,10,11
80113,1,1,6,8,9,7,6,1
80114,4,2,4,5,5,4,3,1
80115,0,4,7,8,9,8,7,0
80116,0,4,4,6,8,7,6,8
80117,7,4,8,12,15,15,13,4
80118,5,8,5,5,5,4,3,1
80119,0,1,9,14,16,14,11,5
80120,7,7,14,13,15,12,9,4
80121,8,1,10,11,13,12,9,5
80122,0,0,5,5,5,4,3,1
80123,2,7,8,10,13,12,10,4
80124,7,8,7,9,8,6,5,2
80125,3,5,8,10,9,7,5,3
80126,2,8,5,6,7,6,6,0
80127,4,8,4,5,6,5,5,0
80128,5,6,7,10,13,12,10,8
80129,3,1,0,0,0,0,0,0
80130,6,2,8,8,7,5,4,2
80131,0,1,8,6,6,4,3,1
80132,5,2,11,11,10,8,6,3
80133,3,5,6,9,11,11,10,6
80134,2,5,8,7,6,5,4,2
80135,9,2,9,12,12,9,7,4
80136,6,1,3,5,6,5,4,0
80137,2,3,13,11,10,8,6,0
80138,9,2,6,9,11,11,9,8
80139,7,3,4,6,8,7,6,7
80140,4,5,8,8,7,6,5,2
80141,4,5,6,7,6,5,4,1
80142,4,5,10,11,10,8,6,3
80143,5,5,3,2,2,1,1,1
80144,4,5,4,4,4,3,2,0
80145,3,3,9,14,16,14,12,4
80146,7,5,11,9,9,8,7,0
80147,2,4,14,11,10,8,6,3
80148,2,2,5,5,5,4,3,0
80149,3,3,3,5,6,5,5,0
80150,2,7,5,5,5,4,3,1
80151,5,7,1,3,5,5,4,2
80152,5,7,1,1,1,1,1,0
80153,5,7,5,8,9,8,7,7
80154,3,8,11,15,13,10,7,4
80155,0,1,14,14,13,10,7,4
80156,0,1,8,14,14,11,9,3
80157,3,1,9,14,12,9,10,0
80158,0,3,12,14,16,12,9,4
80159,2,4,3,2,2,1,1,0
80160,9,1,8,9,11,10,9,1
80161,5,2,6,5,5,4,3,1
80162,4,6,5,6,5,4,3,1
80163,5,6,8,10,12,12,9,5
80164,7,1,15,11,10,7,5,4
80165,0,1,13,13,12,9,7,3
80166,2,8,6,5,4,3,2,1
80167,2,8,9,9,8,6,5,2
80168,0,1,10,14,17,14,13,4
80169,6,5,3,3,5,4,3,0
80170,9,4,8,11,10,7,6,3
80171,9,4,11,10,9,7,6,2
80172,3,5,6,6,5,4,3,0
80173,9,3,7,11,14,13,12,8
80174,2,9,3,4,5,4,4,0
80175,4,8,3,4,6,5,4,0
80176,8,4,7,8,7,5,4,2
80177,2,5,11,14,14,10,7,5
80178,2,3,14,14,12,9,7,4
80179,2,3,12,11,9,8,6,2
80180,6,3,11,13,12,10,8,3
80181,6,3,12,11,10,8,6,3
80182,4,7,9,12,13,10,9,4
80183,0,3,8,12,14,14,13,1
80184,0,3,14,15,15,11,9,4
80185,4,2,2,4,5,5,4,0
80186,5,2,5,5,6,6,5,0
80187,2,2,0,1,1,1,1,0
80188,3,4,9,9,8,7,5,2
80189,6,1,9,10,8,7,5,2
80190,7,1,11,15,14,11,8,3
80191,6,1,4,4,4,4,3,0
80192,6,1,9,13,14,11,9,4
80193,5,5,11,14,14,11,8,4
80194,1,2,6,7,8,7,6,0
80195,7,6,13,12,11,8,7,3
80196,7,6,13,13,11,9,7,3
80197,4,3,8,13,15,14,10,5
80198,2,1,11,9,9,7,6,5
80199,5,1,8,10,12,12,9,0
80200,7,5,2,2,2,2,1,0
80201,3,5,1,1,2,2,1,0
80202,4,2,3,3,4,3,2,0
80203,1,1,13,13,12,9,8,4
80204,6,1,15,12,13,9,8,4
80205,9,1,0,1,2,2,1,0
80206,5,5,3,6,8,7,6,8
80207,3,6,13,13,12,10,8,3
80208,1,4,1,1,1,1,0,0
80209,0,0,2,3,4,4,3,0
80210,5,6,8,10,10,8,6,3
80211,4,6,13,12,11,9,7,3
80212,4,6,6,6,5,4,3,2
80213,2,6,0,1,1,1,1,0
80214,2,6,7,6,6,4,3,0
80215,6,2,12,12,11,9,7,3
80216,3,7,10,17,19,16,9,2
80217,3,8,10,7,6,3,2,0
80218,4,1,3,6,8,7,6,1
80219,9,1,7,10,13,13,11,7
80220,5,3,4,4,4,3,3,0
80221,2,7,3,4,4,3,3,0
80222,3,8,9,9,8,6,5,2
80223,8,2,8,11,13,10,8,4
80224,9,2,3,3,3,2,2,0
80225,6,8,6,9,13,12,10,10
80226,7,7,3,3,4,3,3,0
80227,2,5,4,5,5,4,3,1
80228,4,5,14,13,12,9,8,3
80229,9,3,7,11,14,13,10,9
80230,9,3,4,7,9,8,7,9
80231,1,1,2,2,2,2,2,0
80232,9,1,6,7,9,9,7,0
80233,0,1,5,7,9,9,8,6
80234,6,8,12,14,13,10,8,4
80235,6,4,2,2,1,1,0,0
80236,8,2,13,15,14,10,8,4
80237,2,2,7,9,11,10,9,4
80238,5,1,8,11,9,7,6,3
80239,6,7,11,17,15,12,9,5
80240,7,4,5,6,8,7,6,0
80241,6,6,3,4,5,4,4,0
80242,4,8,10,13,15,15,13,0
80243,7,4,2,2,3,3,2,0
80244,2,5,11,11,11,10,8,2
80245,5,7,1,2,3,3,2,0
80246,5,7,7,10,15,14,11,10
80247,5,7,12,14,15,11,8,0
80248,5,7,6,8,10,10,9,0
80249,5,7,4,6,8,8,7,10
80250,5,7,7,8,9,9,8,0
80251,3,8,12,16,15,11,8,4
80252,5,5,3,2,2,1,1,1
80253,5,5,4,4,3,3,2,1
80254,0,2,9,17,16,12,9,4
80255,1,1,6,8,9,8,7,2
80256,1,1,5,7,7,6,5,1
80257,5,6,7,10,13,12,10,6
80258,6,5,3,4,5,5,4,0
80259,0,1,11,14,17,16,13,7
80260,2,6,1,0,0,0,0,0
80261,5,1,9,11,14,14,11,10
80262,2,9,6,6,7,6,5,0
80263,3,5,3,3,3,3,2,0
80264,3,8,7,11,14,13,11,8
80265,3,8,12,11,11,7,4,0
80266,2,7,11,12,11,8,6,3
80267,2,7,8,10,9,7,6,3
80268,2,8,9,11,14,12,10,1
80269,2,8,10,13,13,10,8,3
80270,9,1,6,5,5,4,3,0
80271,9,1,5,8,10,10,9,8
80272,2,9,4,4,4,3,3,0
80273,6,8,6,9,11,11,10,7
80274,7,7,7,10,11,11,9,2
80275,6,8,8,10,12,13,11,0
80276,7,6,3,3,3,2,1,0
80277,7,6,9,12,12,10,8,3
80278,4,6,5,6,7,6,5,1
80279,7,1,8,11,14,14,11,11
80280,5,4,2,2,3,2,2,0
80281,5,4,2,6,9,9,9,0
80282,2,4,8,14,15,11,8,5
80283,2,4,8,6,5,3,3,0
80284,0,1,10,11,13,12,10,8
80285,4,2,3,3,4,4,3,0
80286,3,5,6,9,12,12,10,9
80287,3,5,5,6,8,7,7,0
80288,3,5,7,11,14,13,10,9
80289,0,1,14,12,11,8,6,3
80290,0,1,11,13,11,9,7,3
80291,5,8,11,12,13,12,9,1
80292,7,2,4,7,9,8,8,6
80293,9,1,7,8,9,7,6,6
80294,4,3,5,3,2,2,1,0
80295,4,7,7,11,14,14,11,10
80296,4,7,5,7,8,8,7,0
80297,4,7,5,4,4,3,2,0
80298,5,7,4,7,10,9,8,8
80299,5,7,7,9,12,12,10,10
80300,5,7,7,9,10,10,9,0
80301,5,1,9,11,15,14,12,7
80302,3,5,8,15,15,12,9,3
80303,2,1,3,3,3,3,3,0
80304,5,7,7,10,13,12,10,7
80305,5,7,9,13,16,14,12,0
80306,7,6,12,11,11,9,7,4
80307,4,8,6,8,11,11,9,0
80308,4,8,7,10,13,13,11,9
80309,0,2,8,16,14,11,8,4
80310,5,2,4,5,4,3,3,1
80311,9,2,8,13,13,11,9,3
80312,4,6,5,9,12,11,10,8
80313,3,5,9,8,7,6,4,2
80314,2,8,6,6,5,4,3,2
80315,0,4,5,6,7,6,5,0
80316,0,4,4,2,2,1,1,0
80317,9,5,2,2,3,2,2,0
80318,5,2,8,15,12,9,6,4
80319,4,6,13,11,10,8,6,3
80320,4,6,8,10,9,7,5,3
80321,5,4,7,9,12,13,10,11
80322,9,2,6,6,6,4,3,1
80323,9,1,9,10,9,7,6,2
80324,6,2,12,15,14,10,8,5
80325,2,9,1,1,2,2,2,0
80326,2,9,2,2,3,2,2,0
80327,5,5,2,1,1,1,0,0
80328,5,5,14,11,11,9,7,3
80329,4,5,4,4,5,4,3,0
80330,0,3,15,11,10,8,6,3
80331,0,3,7,8,7,5,4,2
80332,9,3,7,9,11,10,9,10
80333,9,3,5,8,10,10,9,6
80334,0,1,7,6,5,4,3,0
80335,0,1,8,6,5,3,2,0
80336,9,1,3,3,4,3,3,0
80337,7,4,1,0,0,0,0,0
80338,7,3,4,5,6,6,5,0
80339,9,4,9,12,12,9,7,3
80340,3,3,4,5,5,4,3,1
80341,9,4,4,3,3,2,1,1
80342,5,1,10,12,12,9,7,4
80343,6,1,15,11,9,7,5,3
80344,5,7,12,9,8,7,5,2
80345,0,1,9,13,16,15,12,7
80346,9,1,10,13,14,13,10,0
80347,5,5,8,8,8,6,5,2
80348,6,7,8,10,9,7,6,3
80349,8,4,7,12,15,13,12,7
80350,2,7,11,8,7,6,5,2
80351,6,4,7,7,7,5,4,2
80352,6,4,10,12,11,9,7,3
80353,3,5,9,10,8,7,5,2
80354,4,6,9,11,11,9,7,3
80355,5,1,0,0,1,0,0,1
80356,5,5,6,6,5,4,3,1
80357,4,5,9,8,7,6,4,2
80358,5,6,6,9,13,12,11,8
80359,4,6,8,11,14,13,10,2
80360,5,1,10,8,7,5,4,2
80361,2,6,4,5,5,4,3,1
80362,3,5,12,12,11,9,7,3
80363,2,3,3,2,1,1,0,1
80364,3,5,2,2,3,2,2,0
80365,6,8,6,9,11,10,9,3
80366,6,8,8,11,14,14,11,7
80367,9,4,5,4,4,3,2,1
80368,6,7,15,12,10,8,6,3
80369,7,4,4,6,8,8,7,10
80370,0,6,2,2,4,3,3,0
80371,3,7,9,13,15,14,12,3
80372,4,2,6,6,6,4,3,1
80373,3,5,6,9,12,12,10,7
80374,4,6,3,5,6,6,5,0
80375,2,4,12,8,8,6,12,1
80376,2,7,12,11,12,12,8,2
80377,5,7,5,6,8,8,7,0
80378,5,7,8,12,14,13,11,3
80379,5,7,4,5,7,6,5,0
80380,5,7,5,6,8,7,6,0
80381,9,4,9,11,13,12,10,0
80382,9,4,6,6,6,4,3,2
80383,5,3,5,6,8,8,7,0
80384,9,1,9,12,16,15,12,8
80385,9,1,8,12,15,14,12,8
80386,9,4,8,11,11,8,6,0
80387,2,4,5,3,3,2,2,0
80388,0,3,8,13,15,15,11,4
80389,6,8,10,12,16,15,13,0
80390,5,5,2,4,5,4,4,0
80391,5,8,8,9,11,11,10,0
80392,8,2,8,14,12,9,7,3
80393,9,2,8,13,12,10,7,3
80394,3,4,12,13,12,10,7,0
80395,5,7,13,15,14,11,8,4
80396,8,1,13,17,15,12,11,5
80397,0,4,12,6,5,4,3,2
80398,9,4,7,7,6,5,4,2
80399,0,4,10,13,10,7,6,3
80400,6,1,10,14,11,8,6,4
80401,1,3,4,5,6,5,5,0
80402,0,4,8,11,14,14,11,10
80403,4,5,5,5,4,3,2,1
80404,5,5,3,3,3,2,1,1
80405,4,8,8,11,16,14,11,10
80406,5,8,7,6,7,6,5,0
80407,9,4,8,9,8,6,5,2
80408,1,2,5,8,9,8,8,7
80409,9,4,9,11,11,8,6,0
80410,4,4,10,12,12,9,7,4
80411,1,9,1,1,1,1,1,0
80412,2,9,1,1,2,2,2,0
80413,4,5,11,11,10,8,6,3
80414,5,5,3,3,3,2,1,1
80415,4,5,10,11,10,7,6,3
80416,6,2,2,3,4,4,3,0
80417,1,1,10,15,17,15,13,3
80418,4,8,12,10,19,13,13,0
80419,0,1,9,14,16,13,10,5
80420,6,1,8,7,7,5,4,2
80421,7,7,5,8,10,10,8,10
80422,0,4,8,10,9,7,5,2
80423,0,1,9,13,15,13,11,5
80424,3,1,5,8,10,9,8,10
80425,5,7,13,13,12,9,7,0
80426,2,2,13,11,9,7,5,3
80427,3,3,4,4,5,4,3,1
80428,1,1,8,13,15,14,13,7
80429,9,1,10,12,13,12,10,0
80430,1,1,11,15,18,16,13,7
80431,1,1,10,14,17,15,12,5
80432,4,6,7,11,15,14,10,10
80433,6,5,5,8,10,9,8,3
80434,4,4,10,10,9,8,6,2
80435,3,3,6,9,9,7,6,6
80436,4,8,15,14,13,11,8,4
80437,4,8,11,12,10,8,6,3
80438,5,8,7,7,8,7,6,0
80439,9,4,13,10,9,7,6,2
80440,9,4,7,12,8,7,4,0
80441,9,1,9,11,13,12,10,9
80442,2,9,2,2,3,3,2,0
80443,2,5,11,13,12,9,7,3
80444,5,4,3,3,4,3,3,0
80445,0,4,11,10,12,13,12,0
80446,0,4,8,9,14,14,13,0
80447,7,6,5,5,5,3,2,1
80448,0,1,14,11,11,8,7,3
80449,8,3,15,14,12,10,8,3
80450,0,3,15,14,13,10,7,4
80451,8,3,10,8,7,5,4,2
80452,2,4,6,7,8,7,6,0
80453,9,3,13,9,10,10,8,0
80454,2,6,12,10,13,12,10,0
80455,5,2,11,12,11,9,7,3
80456,7,2,9,12,12,10,8,3
80457,4,6,5,7,8,8,7,0
80458,7,5,10,12,12,10,8,3
80459,2,3,5,5,4,3,2,1
80460,3,4,14,14,16,14,11,5
80461,0,3,3,3,2,2,1,1
80462,2,7,8,13,15,15,12,9
80463,7,6,9,16,15,12,9,3
80464,5,8,10,12,13,11,9,2
80465,3,2,2,2,2,2,2,0
80466,4,2,1,1,1,1,1,0
80467,4,2,2,3,4,4,4,0
80468,4,5,15,11,11,9,7,3
80469,5,5,11,8,7,5,4,2
80470,5,5,12,11,10,8,6,3
80471,5,5,11,10,9,7,5,2
80472,4,5,9,12,12,10,8,2
80473,7,4,4,4,4,3,2,0
80474,9,3,8,12,15,14,12,6
80475,5,6,7,10,13,13,11,9
80476,7,1,5,8,10,10,9,10
80477,2,7,7,10,13,12,10,7
80478,9,4,15,10,8,6,5,3
80479,0,4,11,9,8,7,5,2
80480,6,1,4,3,3,2,2,1
80481,6,1,11,12,12,9,7,3
80482,6,7,8,14,14,11,8,4
80483,4,4,8,13,15,13,11,5
80484,4,3,0,0,0,0,0,0
80485,4,8,11,15,13,10,8,3
80486,4,2,6,5,5,4,3,1
80487,4,8,6,10,13,12,10,6
80488,2,4,12,12,11,9,7,3
80489,4,8,5,8,11,10,9,8
80490,5,8,5,8,10,10,9,6
80491,5,8,6,10,13,12,9,9
80492,9,2,11,13,13,10,7,3
80493,9,1,5,4,4,3,2,0
80494,9,1,10,10,9,6,4,0
80495,3,9,2,2,2,1,1,1
80496,5,1,2,6,7,7,6,7
80497,0,1,10,14,16,15,11,5
80498,9,4,12,11,12,10,8,4
80499,0,1,11,12,11,9,7,3
80500,0,1,14,13,15,12,10,5
80501,4,5,13,15,14,11,9,3
80502,5,6,7,10,13,12,10,8
80503,1,1,8,11,14,14,11,0
80504,6,6,9,13,12,11,9,0
80505,4,2,0,0,0,0,0,0
80506,6,1,9,11,11,8,7,3
80507,3,3,2,3,4,4,3,0
80508,3,5,7,10,11,10,8,3
80509,4,6,3,3,4,3,3,0
80510,4,6,7,11,13,13,11,6
80511,4,6,8,11,15,14,12,6
80512,5,4,2,3,5,4,4,0
80513,6,6,4,4,5,4,3,1
80514,5,6,15,12,12,9,7,4
80515,5,7,14,14,13,10,7,4
80516,0,3,8,12,11,9,7,3
80517,0,1,9,14,16,16,11,5
80518,2,9,1,1,2,1,1,0
80519,2,9,1,1,1,1,1,0
80520,8,4,7,9,8,6,5,2
80521,7,8,4,3,3,2,1,0
80522,5,5,2,4,5,4,4,1
80523,4,5,6,6,5,4,3,1
80524,5,5,4,4,3,3,2,1
80525,3,4,11,10,9,7,5,3
80526,1,1,13,17,18,16,11,5
80527,6,4,10,14,12,9,8,4
80528,0,0,4,5,6,6,5,0
80529,6,1,6,6,5,4,3,1
80530,8,0,3,3,3,3,2,0
80531,6,7,10,14,16,12,9,4
80532,6,7,7,9,12,12,10,0
80533,7,5,9,11,10,8,6,3
80534,2,3,12,12,13,9,7,0
80535,1,4,11,14,13,9,6,0
80536,7,5,4,4,4,3,2,1
80537,7,6,2,3,4,3,3,0
80538,2,6,2,2,3,2,2,0
80539,3,5,6,6,6,4,3,1
80540,3,5,9,13,12,9,7,4
80541,1,1,12,15,16,11,8,0
80542,3,3,11,16,16,12,9,0
80543,5,4,4,6,8,8,7,8
80544,0,3,13,10,9,7,5,3
80545,6,1,11,16,14,10,9,4
80546,2,1,10,11,11,9,7,3
